pago_id,credito_id,cliente_id,numero_cuota,fecha_vencimiento,fecha_pago,valor_cuota,valor_pagado,medio_pago,estado_pago,dias_mora
PG00005589,CR000851,CL00774,2,2026-03-11,2026-03-10,97000,97000,Transferencia,Pagado,0
PG00005590,CR000851,CL00774,3,2026-04-11,2026-04-11,97000,97000,PSE,Pagado,0
PG00005591,CR000851,CL00774,4,2026-05-11,,97000,0,Débito automático,Pendiente,0
PG00005592,CR000852,CL00775,1,2025-09-29,2025-09-29,143000,143000,Efectivo aliado,Pagado,0
PG00005593,CR000852,CL00775,2,2025-10-29,2025-12-14,143000,71000,Transferencia,Parcial,46
PG00005594,CR000852,CL00775,3,2025-11-29,2025-11-29,143000,143000,Billetera digital,Pagado,0
PG00005595,CR000852,CL00775,4,2025-12-29,2025-12-29,143000,177000,PSE,Pagado,0
PG00005596,CR000852,CL00775,5,2026-01-29,2026-04-25,143000,143000,Efectivo aliado,Pagado tardío,86
PG00005597,CR000852,CL00775,6,2026-02-28,2026-02-27,143000,143000,Efectivo aliado,Pagado,0
PG00005598,CR000853,CL00775,1,2026-02-13,2026-02-15,63000,63000,PSE,Pagado tardío,2
PG00005599,CR000853,CL00775,2,2026-03-13,2026-03-11,63000,63000,PSE,Pagado,0
PG00005600,CR000853,CL00775,3,2026-04-13,2026-04-08,63000,63000,Transferencia,Pagado,0
PG00005601,CR000853,CL00775,4,2026-05-13,,63000,0,PSE,Pendiente,0
PG00005602,CR000854,CL00776,1,2025-02-17,2025-02-10,275000,275000,Transferencia,Pagado,0
PG00005603,CR000854,CL00776,2,2025-03-17,2025-03-17,275000,275000,PSE,Pagado,0
PG00005604,CR000854,CL00776,3,2025-04-17,2025-05-01,275000,275000,Débito automático,Pagado tardío,14
PG00005605,CR000854,CL00776,4,2025-05-17,2025-05-16,275000,275000,Billetera digital,Pagado,0
PG00005606,CR000854,CL00776,5,2025-06-17,2025-06-16,275000,275000,Billetera digital,Pagado,0
PG00005607,CR000854,CL00776,6,2025-07-17,2025-07-14,275000,275000,Efectivo aliado,Pagado,0
PG00005608,CR000855,CL00777,1,2024-09-24,2024-09-22,277000,277000,PSE,Pagado,0
PG00005609,CR000855,CL00777,2,2024-10-24,2024-11-09,277000,97000,Efectivo aliado,Parcial,16
PG00005610,CR000855,CL00777,3,2024-11-24,2024-11-24,277000,277000,Débito automático,Pagado,0
PG00005611,CR000855,CL00777,4,2024-12-24,2024-12-23,277000,277000,Transferencia,Pagado,0
PG00005612,CR000855,CL00777,5,2025-01-24,2025-01-24,277000,277000,Débito automático,Pagado,0
PG00005613,CR000855,CL00777,6,2025-02-24,2025-02-23,277000,277000,Efectivo aliado,Pagado,0
PG00005614,CR000855,CL00777,7,2025-03-24,2025-03-24,277000,277000,Transferencia,Pagado,0
PG00005615,CR000855,CL00777,8,2025-04-24,2025-04-23,277000,277000,Billetera digital,Pagado,0
PG00005616,CR000855,CL00777,9,2025-05-24,2025-05-24,277000,277000,Billetera digital,Pagado,0
PG00005617,CR000856,CL00777,1,2025-02-03,2025-01-31,152000,152000,Billetera digital,Pagado,0
PG00005618,CR000856,CL00777,2,2025-03-03,2025-02-28,152000,152000,PSE,Pagado,0
PG00005619,CR000856,CL00777,3,2025-04-03,2025-04-02,152000,152000,Billetera digital,Pagado,0
PG00005620,CR000856,CL00777,4,2025-05-03,2025-05-01,152000,152000,PSE,Pagado,0
PG00005621,CR000856,CL00777,5,2025-06-03,2025-06-03,152000,152000,Billetera digital,Pagado,0
PG00005622,CR000856,CL00777,6,2025-07-03,2025-06-28,152000,152000,Débito automático,Pagado,0
PG00005623,CR000856,CL00777,7,2025-08-03,2025-07-29,152000,152000,Transferencia,Pagado,0
PG00005624,CR000856,CL00777,8,2025-09-03,2025-08-31,152000,152000,Billetera digital,Pagado,0
PG00005625,CR000856,CL00777,9,2025-10-03,2025-09-28,152000,208000,Débito automático,Pagado,0
PG00005626,CR000856,CL00777,10,2025-11-03,2025-10-31,152000,152000,Transferencia,Pagado,0
PG00005627,CR000856,CL00777,11,2025-12-03,2025-12-03,152000,152000,Transferencia,Pagado,0
PG00005628,CR000856,CL00777,12,2026-01-03,2026-01-12,152000,152000,Billetera digital,Pagado tardío,9
PG00005629,CR000856,CL00777,13,2026-02-03,2026-02-01,152000,152000,Débito automático,Pagado,0
PG00005630,CR000856,CL00777,14,2026-03-03,2026-02-26,152000,152000,Transferencia,Pagado,0
PG00005631,CR000856,CL00777,15,2026-04-03,2026-03-31,152000,152000,PSE,Pagado,0
PG00005632,CR000856,CL00777,16,2026-05-03,,152000,0,Transferencia,Pendiente,0
PG00005633,CR000857,CL00778,1,2026-04-11,2026-04-09,2070000,2070000,Transferencia,Pagado,0
PG00005634,CR000857,CL00778,2,2026-05-11,,2070000,0,Billetera digital,Pendiente,0
PG00005635,CR000858,CL00780,1,2026-01-04,2026-01-01,145000,145000,Transferencia,Pagado,0
PG00005636,CR000858,CL00780,2,2026-02-04,2026-02-16,145000,145000,PSE,Pagado tardío,12
PG00005637,CR000858,CL00780,3,2026-03-04,2026-02-27,145000,145000,Transferencia,Pagado,0
PG00005638,CR000858,CL00780,4,2026-04-04,2026-04-01,145000,145000,Efectivo aliado,Pagado,0
PG00005639,CR000858,CL00780,5,2026-05-04,,145000,0,Transferencia,Pendiente,0
PG00005640,CR000859,CL00781,1,2025-09-20,2025-09-18,337000,337000,Transferencia,Pagado,0
PG00005641,CR000859,CL00781,2,2025-10-20,2025-10-19,337000,337000,PSE,Pagado,0
PG00005642,CR000859,CL00781,3,2025-11-20,2026-01-16,337000,337000,Débito automático,Pagado tardío,57
PG00005643,CR000859,CL00781,4,2025-12-20,2025-12-18,337000,337000,Transferencia,Pagado,0
PG00005644,CR000859,CL00781,5,2026-01-20,2026-01-21,337000,337000,Transferencia,Pagado tardío,1
PG00005645,CR000859,CL00781,6,2026-02-20,2026-02-20,337000,381000,Efectivo aliado,Pagado,0
PG00005646,CR000859,CL00781,7,2026-03-20,2026-03-22,337000,337000,Débito automático,Pagado tardío,2
PG00005647,CR000859,CL00781,8,2026-04-20,2026-04-21,337000,337000,Débito automático,Pagado tardío,1
PG00005648,CR000860,CL00781,1,2025-10-22,2025-10-22,932000,932000,Débito automático,Pagado,0
PG00005649,CR000860,CL00781,2,2025-11-22,2026-01-05,932000,389000,PSE,Parcial,44
PG00005650,CR000860,CL00781,3,2025-12-22,2026-01-03,932000,932000,PSE,Pagado tardío,12
PG00005651,CR000861,CL00781,1,2026-02-07,2026-03-29,141000,141000,PSE,Pagado tardío,50
PG00005652,CR000861,CL00781,2,2026-03-07,2026-03-31,141000,141000,PSE,Pagado tardío,24
PG00005653,CR000861,CL00781,3,2026-04-07,2026-04-06,141000,141000,PSE,Pagado,0
PG00005654,CR000861,CL00781,4,2026-05-07,,141000,0,PSE,Pendiente,0
PG00005655,CR000862,CL00782,1,2025-02-06,2025-02-11,311000,311000,Transferencia,Pagado tardío,5
PG00005656,CR000862,CL00782,2,2025-03-06,2025-03-06,311000,311000,Débito automático,Pagado,0
PG00005657,CR000862,CL00782,3,2025-04-06,2025-04-06,311000,311000,PSE,Pagado,0
PG00005658,CR000862,CL00782,4,2025-05-06,2025-05-22,311000,311000,Transferencia,Pagado tardío,16
PG00005659,CR000862,CL00782,5,2025-06-06,2025-07-18,311000,311000,Transferencia,Pagado tardío,42
PG00005660,CR000862,CL00782,6,2025-07-06,2025-07-06,311000,330000,Débito automático,Pagado,0
PG00005661,CR000863,CL00785,1,2026-04-05,2026-04-05,825000,825000,Transferencia,Pagado,0
PG00005662,CR000863,CL00785,2,2026-05-05,,825000,0,PSE,Pendiente,0
PG00005663,CR000864,CL00786,1,2025-12-15,2025-12-15,635000,635000,Transferencia,Pagado,0
PG00005664,CR000864,CL00786,2,2026-01-15,2026-01-10,635000,635000,PSE,Pagado,0
PG00005665,CR000864,CL00786,3,2026-02-15,2026-02-08,635000,635000,Débito automático,Pagado,0
PG00005666,CR000864,CL00786,4,2026-03-15,2026-03-15,635000,887000,PSE,Pagado,0
PG00005667,CR000864,CL00786,5,2026-04-15,2026-04-13,635000,635000,Débito automático,Pagado,0
PG00005668,CR000864,CL00786,6,2026-05-15,,635000,0,PSE,Pendiente,0
PG00005669,CR000865,CL00788,1,2023-07-29,2023-07-29,548000,548000,Billetera digital,Pagado,0
PG00005670,CR000865,CL00788,2,2023-08-29,2023-08-24,548000,548000,Efectivo aliado,Pagado,0
PG00005671,CR000865,CL00788,3,2023-09-29,2023-09-26,548000,548000,Efectivo aliado,Pagado,0
PG00005672,CR000865,CL00788,4,2023-10-29,2023-10-29,548000,548000,PSE,Pagado,0
PG00005673,CR000865,CL00788,5,2023-11-29,2023-11-26,548000,548000,PSE,Pagado,0
PG00005674,CR000865,CL00788,6,2023-12-29,2023-12-29,548000,548000,Débito automático,Pagado,0
PG00005675,CR000865,CL00788,7,2024-01-29,2024-01-28,548000,548000,PSE,Pagado,0
PG00005676,CR000865,CL00788,8,2024-02-29,2024-02-24,548000,548000,PSE,Pagado,0
PG00005677,CR000865,CL00788,9,2024-03-29,2024-03-27,548000,548000,PSE,Pagado,0
PG00005678,CR000865,CL00788,10,2024-04-29,2024-04-24,548000,548000,Transferencia,Pagado,0
PG00005679,CR000865,CL00788,11,2024-05-29,2024-05-28,548000,548000,Transferencia,Pagado,0
PG00005680,CR000865,CL00788,12,2024-06-29,2024-06-22,548000,548000,PSE,Pagado,0
PG00005681,CR000866,CL00788,1,2024-02-24,2024-02-22,515000,515000,PSE,Pagado,0
PG00005682,CR000866,CL00788,2,2024-03-24,2024-03-22,515000,515000,Billetera digital,Pagado,0
PG00005683,CR000866,CL00788,3,2024-04-24,2024-04-24,515000,515000,Billetera digital,Pagado,0
PG00005684,CR000866,CL00788,4,2024-05-24,2024-06-04,515000,515000,Transferencia,Pagado tardío,11
PG00005685,CR000866,CL00788,5,2024-06-24,2024-06-24,515000,515000,Transferencia,Pagado,0
PG00005686,CR000866,CL00788,6,2024-07-24,2024-07-17,515000,515000,PSE,Pagado,0
PG00005687,CR000867,CL00788,1,2024-12-10,2024-12-08,82000,82000,Transferencia,Pagado,0
PG00005688,CR000867,CL00788,2,2025-01-10,2024-12-31,82000,82000,Efectivo aliado,Pagado,0
PG00005689,CR000867,CL00788,3,2025-02-10,2025-02-08,82000,82000,,Pagado,0
PG00005690,CR000867,CL00788,4,2025-03-10,2025-03-10,82000,82000,PSE,Pagado,0
PG00005691,CR000867,CL00788,5,2025-04-10,2025-04-10,82000,82000,PSE,Pagado,0
PG00005692,CR000867,CL00788,6,2025-05-10,2025-05-08,82000,82000,PSE,Pagado,0
PG00005693,CR000867,CL00788,7,2025-06-10,2025-06-03,82000,82000,Efectivo aliado,Pagado,0
PG00005694,CR000867,CL00788,8,2025-07-10,2025-07-09,82000,82000,Débito automático,Pagado,0
PG00005695,CR000867,CL00788,9,2025-08-10,2025-08-08,82000,82000,PSE,Pagado,0
PG00005696,CR000868,CL00789,1,2025-08-07,2025-08-26,555000,555000,PSE,Pagado tardío,19
PG00005697,CR000868,CL00789,2,2025-09-07,2025-09-07,555000,555000,PSE,Pagado,0
PG00005698,CR000868,CL00789,3,2025-10-07,2025-11-02,555000,555000,PSE,Pagado tardío,26
PG00005699,CR000868,CL00789,4,2025-11-07,2025-11-02,555000,555000,PSE,Pagado,0
PG00005700,CR000868,CL00789,5,2025-12-07,2025-12-05,555000,555000,Débito automático,Pagado,0
PG00005701,CR000868,CL00789,6,2026-01-07,2026-01-07,555000,555000,Transferencia,Pagado,0
PG00005702,CR000869,CL00789,1,2026-02-27,2026-02-27,127000,127000,Efectivo aliado,Pagado,0
PG00005703,CR000869,CL00789,2,2026-03-27,2026-03-26,127000,127000,PSE,Pagado,0
PG00005704,CR000869,CL00789,3,2026-04-27,2026-04-24,127000,127000,Efectivo aliado,Pagado,0
PG00005705,CR000870,CL00789,1,2026-01-30,2026-01-29,1278000,1278000,Efectivo aliado,Pagado,0
PG00005706,CR000870,CL00789,2,2026-02-28,2026-03-23,1278000,1278000,Billetera digital,Pagado tardío,23
PG00005707,CR000870,CL00789,3,2026-03-30,2026-03-28,1278000,1278000,Efectivo aliado,Pagado,0
PG00005708,CR000871,CL00790,1,2024-07-04,2024-06-27,225000,225000,PSE,Pagado,0
PG00005709,CR000871,CL00790,2,2024-08-04,2024-07-28,225000,225000,PSE,Pagado,0
PG00005710,CR000871,CL00790,3,2024-09-04,2024-09-02,225000,225000,PSE,Pagado,0
PG00005711,CR000871,CL00790,4,2024-10-04,2024-09-24,225000,225000,Efectivo aliado,Pagado,0
PG00005712,CR000871,CL00790,5,2024-11-04,2024-11-04,225000,225000,Billetera digital,Pagado,0
PG00005713,CR000871,CL00790,6,2024-12-04,2025-03-31,225000,193000,PSE,Parcial,117
PG00005714,CR000871,CL00790,7,2025-01-04,2025-01-01,225000,225000,PSE,Pagado,0
PG00005715,CR000871,CL00790,8,2025-02-04,2025-02-04,225000,225000,Débito automático,Pagado,0
PG00005716,CR000871,CL00790,9,2025-03-04,2025-03-04,225000,225000,Débito automático,Pagado,0
PG00005717,CR000871,CL00790,10,2025-04-04,2025-04-04,225000,225000,Efectivo aliado,Pagado,0
PG00005718,CR000871,CL00790,11,2025-05-04,2025-05-01,225000,225000,PSE,Pagado,0
PG00005719,CR000871,CL00790,12,2025-06-04,2025-07-26,225000,225000,Transferencia,Pagado tardío,52
PG00005720,CR000871,CL00790,13,2025-07-04,2025-07-03,225000,225000,PSE,Pagado,0
PG00005721,CR000871,CL00790,14,2025-08-04,2025-07-28,225000,225000,Efectivo aliado,Pagado,0
PG00005722,CR000871,CL00790,15,2025-09-04,2025-09-04,225000,225000,Efectivo aliado,Pagado,0
PG00005723,CR000871,CL00790,16,2025-10-04,2025-10-01,225000,225000,PSE,Pagado,0
PG00005724,CR000871,CL00790,17,2025-11-04,2025-12-14,225000,225000,Efectivo aliado,Pagado tardío,40
PG00005725,CR000871,CL00790,18,2025-12-04,2025-12-18,225000,225000,Efectivo aliado,Pagado tardío,14
PG00005726,CR000872,CL00791,1,2026-01-16,2026-01-15,72000,72000,PSE,Pagado,0
PG00005727,CR000872,CL00791,2,2026-02-16,2026-02-16,72000,72000,Débito automático,Pagado,0
PG00005728,CR000872,CL00791,3,2026-03-16,2026-03-16,72000,72000,Transferencia,Pagado,0
PG00005729,CR000872,CL00791,4,2026-04-16,2026-04-16,72000,72000,PSE,Pagado,0
PG00005730,CR000873,CL00792,1,2025-05-19,2025-05-19,76000,76000,Efectivo aliado,Pagado,0
PG00005731,CR000873,CL00792,2,2025-06-19,2025-06-19,76000,76000,PSE,Pagado,0
PG00005732,CR000873,CL00792,3,2025-07-19,2025-07-14,76000,76000,Efectivo aliado,Pagado,0
PG00005733,CR000873,CL00792,4,2025-08-19,2025-08-18,76000,76000,PSE,Pagado,0
PG00005734,CR000873,CL00792,5,2025-09-19,2025-09-16,76000,76000,Efectivo aliado,Pagado,0
PG00005735,CR000873,CL00792,6,2025-10-19,2025-10-19,76000,76000,Transferencia,Pagado,0
PG00005736,CR000873,CL00792,7,2025-11-19,2025-11-14,76000,76000,PSE,Pagado,0
PG00005737,CR000873,CL00792,8,2025-12-19,2025-12-14,76000,76000,Efectivo aliado,Pagado,0
PG00005738,CR000873,CL00792,9,2026-01-19,2026-01-19,76000,76000,Transferencia,Pagado,0
PG00005739,CR000873,CL00792,10,2026-02-19,2026-02-19,76000,76000,Efectivo aliado,Pagado,0
PG00005740,CR000873,CL00792,11,2026-03-19,2026-03-18,76000,76000,Transferencia,Pagado,0
PG00005741,CR000873,CL00792,12,2026-04-19,2026-04-18,76000,76000,PSE,Pagado,0
PG00005742,CR000874,CL00793,1,2025-12-05,2025-12-02,545000,545000,PSE,Pagado,0
PG00005743,CR000874,CL00793,2,2026-01-05,2026-01-04,545000,545000,PSE,Pagado,0
PG00005744,CR000874,CL00793,3,2026-02-05,2026-01-29,545000,545000,PSE,Pagado,0
PG00005745,CR000874,CL00793,4,2026-03-05,2026-03-05,545000,545000,PSE,Pagado,0
PG00005746,CR000874,CL00793,5,2026-04-05,2026-04-04,545000,545000,PSE,Pagado,0
PG00005747,CR000874,CL00793,6,2026-05-05,,545000,0,PSE,Pendiente,0
PG00005748,CR000875,CL00794,1,2025-07-11,2025-07-09,509000,509000,Efectivo aliado,Pagado,0
PG00005749,CR000875,CL00794,2,2025-08-11,2025-09-19,509000,509000,PSE,Pagado tardío,39
PG00005750,CR000875,CL00794,3,2025-09-11,2025-09-10,509000,509000,PSE,Pagado,0
PG00005751,CR000875,CL00794,4,2025-10-11,2025-10-11,509000,509000,PSE,Pagado,0
PG00005752,CR000875,CL00794,5,2025-11-11,2026-03-07,509000,509000,Billetera digital,Pagado tardío,116
PG00005753,CR000875,CL00794,6,2025-12-11,2025-12-04,509000,509000,PSE,Pagado,0
PG00005754,CR000875,CL00794,7,2026-01-11,2026-01-04,509000,509000,Efectivo aliado,Pagado,0
PG00005755,CR000875,CL00794,8,2026-02-11,2026-02-11,509000,509000,Efectivo aliado,Pagado,0
PG00005756,CR000875,CL00794,9,2026-03-11,2026-03-11,509000,509000,PSE,Pagado,0
PG00005757,CR000876,CL00795,1,2026-03-05,2026-02-28,117000,117000,Transferencia,Pagado,0
PG00005758,CR000876,CL00795,2,2026-04-05,2026-04-02,117000,117000,PSE,Pagado,0
PG00005759,CR000876,CL00795,3,2026-05-05,,117000,0,PSE,Pendiente,0
PG00005760,CR000877,CL00796,1,2025-08-07,2025-08-07,205000,205000,Efectivo aliado,Pagado,0
PG00005761,CR000877,CL00796,2,2025-09-07,2025-09-06,205000,205000,PSE,Pagado,0
PG00005762,CR000877,CL00796,3,2025-10-07,2025-10-06,205000,205000,PSE,Pagado,0
PG00005763,CR000877,CL00796,4,2025-11-07,2025-10-28,205000,205000,PSE,Pagado,0
PG00005764,CR000877,CL00796,5,2025-12-07,2025-12-05,205000,205000,PSE,Pagado,0
PG00005765,CR000877,CL00796,6,2026-01-07,2026-01-05,205000,205000,PSE,Pagado,0
PG00005766,CR000878,CL00798,1,2025-03-23,2025-03-22,88000,88000,Débito automático,Pagado,0
PG00005767,CR000878,CL00798,2,2025-04-23,2025-04-18,88000,88000,PSE,Pagado,0
PG00005768,CR000878,CL00798,3,2025-05-23,2025-05-21,88000,88000,PSE,Pagado,0
PG00005769,CR000878,CL00798,4,2025-06-23,2025-07-21,88000,88000,Transferencia,Pagado tardío,28
PG00005770,CR000878,CL00798,5,2025-07-23,2025-07-22,88000,88000,Transferencia,Pagado,0
PG00005771,CR000878,CL00798,6,2025-08-23,2025-08-22,88000,88000,Efectivo aliado,Pagado,0
PG00005772,CR000878,CL00798,7,2025-09-23,2025-09-21,88000,88000,Transferencia,Pagado,0
PG00005773,CR000878,CL00798,8,2025-10-23,2025-10-21,88000,88000,Débito automático,Pagado,0
PG00005774,CR000878,CL00798,9,2025-11-23,2025-11-24,88000,88000,Billetera digital,Pagado tardío,1
PG00005775,CR000878,CL00798,10,2025-12-23,2025-12-23,88000,88000,PSE,Pagado,0
PG00005776,CR000878,CL00798,11,2026-01-23,2026-01-23,88000,88000,Efectivo aliado,Pagado,0
PG00005777,CR000878,CL00798,12,2026-02-23,2026-02-23,88000,88000,Transferencia,Pagado,0
PG00005778,CR000878,CL00798,13,2026-03-23,2026-03-13,88000,88000,PSE,Pagado,0
PG00005779,CR000878,CL00798,14,2026-04-23,2026-04-22,88000,88000,PSE,Pagado,0
PG00005780,CR000879,CL00799,1,2025-05-17,2025-05-16,142000,142000,Débito automático,Pagado,0
PG00005781,CR000879,CL00799,2,2025-06-17,2025-06-16,142000,142000,PSE,Pagado,0
PG00005782,CR000879,CL00799,3,2025-07-17,2025-07-16,142000,142000,PSE,Pagado,0
PG00005783,CR000879,CL00799,4,2025-08-17,2025-08-17,142000,142000,Efectivo aliado,Pagado,0
PG00005784,CR000879,CL00799,5,2025-09-17,2025-09-15,142000,142000,Billetera digital,Pagado,0
PG00005785,CR000879,CL00799,6,2025-10-17,2025-10-14,142000,142000,Transferencia,Pagado,0
PG00005786,CR000880,CL00799,1,2025-09-18,2025-09-11,161000,161000,Débito automático,Pagado,0
PG00005787,CR000880,CL00799,2,2025-10-18,2025-10-11,161000,161000,Transferencia,Pagado,0
PG00005788,CR000880,CL00799,3,2025-11-18,2025-11-13,161000,161000,PSE,Pagado,0
PG00005789,CR000880,CL00799,4,2025-12-18,2025-12-15,161000,161000,Billetera digital,Pagado,0
PG00005790,CR000880,CL00799,5,2026-01-18,2026-01-17,161000,161000,PSE,Pagado,0
PG00005791,CR000880,CL00799,6,2026-02-18,2026-02-18,161000,161000,Débito automático,Pagado,0
PG00005792,CR000880,CL00799,7,2026-03-18,2026-03-18,161000,161000,Transferencia,Pagado,0
PG00005793,CR000880,CL00799,8,2026-04-18,2026-04-16,161000,161000,PSE,Pagado,0
PG00005794,CR000881,CL00801,1,2025-04-10,2025-04-03,33000,33000,Billetera digital,Pagado,0
PG00005795,CR000881,CL00801,2,2025-05-10,2025-05-10,33000,42000,PSE,Pagado,0
PG00005796,CR000881,CL00801,3,2025-06-10,2025-06-10,33000,33000,PSE,Pagado,0
PG00005797,CR000881,CL00801,4,2025-07-10,2025-07-07,33000,33000,Transferencia,Pagado,0
PG00005798,CR000881,CL00801,5,2025-08-10,2025-08-05,33000,33000,PSE,Pagado,0
PG00005799,CR000881,CL00801,6,2025-09-10,2025-09-05,33000,33000,Débito automático,Pagado,0
PG00005800,CR000881,CL00801,7,2025-10-10,2025-10-08,33000,33000,PSE,Pagado,0
PG00005801,CR000881,CL00801,8,2025-11-10,2025-11-07,33000,33000,PSE,Pagado,0
PG00005802,CR000881,CL00801,9,2025-12-10,2025-12-11,33000,33000,Transferencia,Pagado tardío,1
PG00005803,CR000882,CL00801,1,2025-11-11,2025-11-16,323000,323000,PSE,Pagado tardío,5
PG00005804,CR000882,CL00801,2,2025-12-11,2025-12-13,323000,323000,PSE,Pagado tardío,2
PG00005805,CR000882,CL00801,3,2026-01-11,2026-01-11,323000,323000,Débito automático,Pagado,0
PG00005806,CR000883,CL00801,1,2023-10-10,2023-10-26,304000,304000,Transferencia,Pagado tardío,16
PG00005807,CR000883,CL00801,2,2023-11-10,2023-11-13,304000,304000,Débito automático,Pagado tardío,3
PG00005808,CR000883,CL00801,3,2023-12-10,2023-12-10,304000,304000,Billetera digital,Pagado,0
PG00005809,CR000883,CL00801,4,2024-01-10,2024-02-14,304000,304000,PSE,Pagado tardío,35
PG00005810,CR000883,CL00801,5,2024-02-10,2024-02-10,304000,304000,Transferencia,Pagado,0
PG00005811,CR000883,CL00801,6,2024-03-10,2024-03-05,304000,304000,Transferencia,Pagado,0
PG00005812,CR000884,CL00802,1,2025-08-13,2025-08-10,266000,266000,PSE,Pagado,0
PG00005813,CR000884,CL00802,2,2025-09-13,2025-09-13,266000,266000,Billetera digital,Pagado,0
PG00005814,CR000884,CL00802,3,2025-10-13,2026-01-07,266000,266000,Billetera digital,Pagado tardío,86
PG00005815,CR000884,CL00802,4,2025-11-13,2025-11-12,266000,266000,PSE,Pagado,0
PG00005816,CR000884,CL00802,5,2025-12-13,2025-12-10,266000,266000,PSE,Pagado,0
PG00005817,CR000884,CL00802,6,2026-01-13,2026-01-12,266000,266000,Billetera digital,Pagado,0
PG00005818,CR000884,CL00802,7,2026-02-13,2026-02-06,266000,266000,Efectivo aliado,Pagado,0
PG00005819,CR000884,CL00802,8,2026-03-13,2026-04-29,266000,266000,Transferencia,Pagado tardío,47
PG00005820,CR000884,CL00802,9,2026-04-13,2026-04-12,266000,266000,PSE,Pagado,0
PG00005821,CR000885,CL00802,1,2024-01-15,2024-02-11,527000,527000,Efectivo aliado,Pagado tardío,27
PG00005822,CR000885,CL00802,2,2024-02-15,2024-02-15,527000,527000,Transferencia,Pagado,0
PG00005823,CR000885,CL00802,3,2024-03-15,2024-03-15,527000,527000,Billetera digital,Pagado,0
PG00005824,CR000886,CL00803,1,2025-07-20,2025-08-12,301000,79000,Efectivo aliado,Parcial,23
PG00005825,CR000886,CL00803,2,2025-08-20,2025-08-20,301000,301000,Billetera digital,Pagado,0
PG00005826,CR000886,CL00803,3,2025-09-20,2025-09-20,301000,301000,Billetera digital,Pagado,0
PG00005827,CR000887,CL00804,1,2026-04-24,2026-04-21,843000,843000,Transferencia,Pagado,0
PG00005828,CR000888,CL00806,1,2025-04-21,2025-04-19,155000,155000,Efectivo aliado,Pagado,0
PG00005829,CR000888,CL00806,2,2025-05-21,2025-05-20,155000,155000,PSE,Pagado,0
PG00005830,CR000888,CL00806,3,2025-06-21,2025-06-18,155000,155000,Billetera digital,Pagado,0
PG00005831,CR000888,CL00806,4,2025-07-21,2025-07-20,155000,155000,PSE,Pagado,0
PG00005832,CR000888,CL00806,5,2025-08-21,2025-08-20,155000,155000,Efectivo aliado,Pagado,0
PG00005833,CR000888,CL00806,6,2025-09-21,2025-10-18,155000,155000,Transferencia,Pagado tardío,27
PG00005834,CR000888,CL00806,7,2025-10-21,2025-10-20,155000,155000,PSE,Pagado,0
PG00005835,CR000888,CL00806,8,2025-11-21,2025-11-18,155000,155000,Transferencia,Pagado,0
PG00005836,CR000888,CL00806,9,2025-12-21,2025-12-20,155000,155000,Débito automático,Pagado,0
PG00005837,CR000889,CL00806,1,2025-11-20,2025-11-13,79000,79000,Efectivo aliado,Pagado,0
PG00005838,CR000889,CL00806,2,2025-12-20,2025-12-20,79000,79000,Efectivo aliado,Pagado,0
PG00005839,CR000889,CL00806,3,2026-01-20,2026-01-18,79000,79000,PSE,Pagado,0
PG00005840,CR000889,CL00806,4,2026-02-20,2026-02-18,79000,79000,PSE,Pagado,0
PG00005841,CR000889,CL00806,5,2026-03-20,2026-03-15,79000,79000,PSE,Pagado,0
PG00005842,CR000889,CL00806,6,2026-04-20,2026-04-10,79000,79000,PSE,Pagado,0
PG00005843,CR000890,CL00807,1,2025-01-30,2025-01-30,155000,155000,PSE,Pagado,0
PG00005844,CR000890,CL00807,2,2025-02-28,2025-02-18,155000,155000,Efectivo aliado,Pagado,0
PG00005845,CR000890,CL00807,3,2025-03-30,2025-03-28,155000,155000,PSE,Pagado,0
PG00005846,CR000890,CL00807,4,2025-04-30,2025-04-29,155000,155000,Efectivo aliado,Pagado,0
PG00005847,CR000890,CL00807,5,2025-05-30,2025-05-30,155000,155000,Billetera digital,Pagado,0
PG00005848,CR000890,CL00807,6,2025-06-30,2025-06-27,155000,155000,PSE,Pagado,0
PG00005849,CR000890,CL00807,7,2025-07-30,2025-07-29,155000,155000,Efectivo aliado,Pagado,0
PG00005850,CR000890,CL00807,8,2025-08-30,2025-08-20,155000,155000,PSE,Pagado,0
PG00005851,CR000890,CL00807,9,2025-09-30,2025-09-25,155000,155000,Efectivo aliado,Pagado,0
PG00005852,CR000890,CL00807,10,2025-10-30,2025-10-30,155000,155000,PSE,Pagado,0
PG00005853,CR000890,CL00807,11,2025-11-30,2025-11-30,155000,155000,Débito automático,Pagado,0
PG00005854,CR000890,CL00807,12,2025-12-30,2025-12-28,155000,155000,PSE,Pagado,0
PG00005855,CR000890,CL00807,13,2026-01-30,2026-01-30,155000,155000,Transferencia,Pagado,0
PG00005856,CR000890,CL00807,14,2026-02-28,2026-02-25,155000,155000,Transferencia,Pagado,0
PG00005857,CR000890,CL00807,15,2026-03-30,2026-03-29,155000,155000,Efectivo aliado,Pagado,0
PG00005858,CR000890,CL00807,16,2026-04-30,,155000,0,Billetera digital,Pendiente,0
PG00005859,CR000891,CL00807,1,2026-04-24,2026-04-24,1561000,1561000,PSE,Pagado,0
PG00005860,CR000892,CL00808,1,2023-11-28,2023-11-28,560000,560000,Débito automático,Pagado,0
PG00005861,CR000892,CL00808,2,2023-12-28,2023-12-26,560000,560000,PSE,Pagado,0
