evento_id,cliente_id,fecha_evento,tipo_evento,canal,resultado_evento,dispositivo,duracion_sesion_seg
EV00005178,CL00544,2026-03-08,login,web,exitoso,Android,244
EV00005179,CL00544,2026-03-13,solicitud_soporte,app,escalado,Android,189
EV00005180,CL00544,2026-02-08,pago_iniciado,whatsapp,exitoso,Android,50
EV00005181,CL00544,2026-04-15,solicitud_soporte,whatsapp,escalado,Android,96
EV00005182,CL00544,2026-04-03,consulta_saldo,app,exitoso,Android,143
EV00005183,CL00544,2025-12-21,consulta_saldo,app,exitoso,Android,151
EV00005184,CL00544,2026-03-07,pago_iniciado,app,exitoso,Android,133
EV00005185,CL00544,2026-02-06,consulta_saldo,web,exitoso,Android,102
EV00005186,CL00544,2025-11-13,consulta_saldo,app,exitoso,Android,154
EV00005187,CL00544,2026-02-15,consulta_saldo,app,exitoso,Android,156
EV00005188,CL00544,2025-12-12,pago_iniciado,app,exitoso,Android,363
EV00005189,CL00544,2026-03-03,solicitud_soporte,app,resuelto,Android,89
EV00005190,CL00544,2026-03-30,login,web,abandonado,Android,55
EV00005191,CL00544,2026-02-17,pago_exitoso,app,exitoso,Android,61
EV00005192,CL00545,2023-10-09,pago_exitoso,web,exitoso,Android,133
EV00005193,CL00545,2023-10-05,actualizacion_datos,app,exitoso,Android,33
EV00005194,CL00545,2023-11-03,login,app,exitoso,Android,307
EV00005195,CL00545,2025-10-12,solicitud_soporte,app,escalado,Android,412
EV00005196,CL00545,2025-07-09,pago_iniciado,web,exitoso,Android,50
EV00005197,CL00545,2025-05-28,pago_exitoso,app,exitoso,Android,140
EV00005198,CL00545,2023-05-24,login,app,exitoso,Android,188
EV00005199,CL00545,2025-07-07,login,app,exitoso,Android,383
EV00005200,CL00545,2026-03-29,login,web,exitoso,Android,176
EV00005201,CL00545,2023-05-29,login,app,abandonado,Android,159
EV00005202,CL00545,2023-12-20,pago_iniciado,app,abandonado,Android,55
EV00005203,CL00545,2023-05-12,consulta_saldo,app,exitoso,Android,279
EV00005204,CL00546,2025-10-05,login,app,exitoso,Android,120
EV00005205,CL00546,2025-11-09,pago_iniciado,app,abandonado,Android,213
EV00005206,CL00546,2024-06-21,pago_exitoso,app,exitoso,Android,231
EV00005207,CL00546,2026-01-11,pago_exitoso,web,exitoso,Android,819
EV00005208,CL00546,2023-04-06,login,whatsapp,exitoso,Android,244
EV00005209,CL00546,2024-03-21,consulta_saldo,web,exitoso,Android,138
EV00005210,CL00546,2025-02-12,pago_exitoso,app,exitoso,Android,123
EV00005211,CL00546,2025-06-05,login,app,exitoso,Android,127
EV00005212,CL00546,2025-10-06,consulta_saldo,app,exitoso,Android,106
EV00005213,CL00546,2025-08-06,solicitud_soporte,app,resuelto,Android,225
EV00005214,CL00546,2024-03-19,pago_iniciado,web,exitoso,Android,142
EV00005215,CL00546,2024-05-05,consulta_saldo,app,exitoso,Android,521
EV00005216,CL00547,2025-10-19,consulta_saldo,web,abandonado,Android,258
EV00005217,CL00547,2025-07-14,pago_exitoso,web,exitoso,Android,333
EV00005218,CL00547,2025-09-24,login,app,abandonado,Android,112
EV00005219,CL00547,2025-09-13,login,app,exitoso,Android,346
EV00005220,CL00547,2025-12-25,consulta_saldo,app,exitoso,Android,313
EV00005221,CL00547,2025-09-18,pago_exitoso,app,exitoso,Android,207
EV00005222,CL00547,2025-08-03,consulta_saldo,app,exitoso,Android,236
EV00005223,CL00547,2026-01-12,consulta_saldo,app,exitoso,Android,52
EV00005224,CL00547,2025-07-20,pago_fallido,app,fondos_insuficientes,Android,86
EV00005225,CL00547,2026-04-27,consulta_saldo,app,exitoso,Android,361
EV00005226,CL00548,2026-02-17,pago_iniciado,call_center,exitoso,Android,67
EV00005227,CL00548,2025-08-28,simulacion_credito,app,exitoso,Android,45
EV00005228,CL00548,2025-08-11,login,app,exitoso,Android,34
EV00005229,CL00548,2026-03-23,login,app,exitoso,Android,321
EV00005230,CL00548,2025-11-25,solicitud_soporte,web,resuelto,Android,54
EV00005231,CL00548,2026-02-25,login,web,exitoso,Android,90
EV00005232,CL00548,2025-07-16,login,app,abandonado,Android,81
EV00005233,CL00548,2025-08-25,login,app,exitoso,Android,194
EV00005234,CL00548,2025-08-03,login,call_center,abandonado,Android,61
EV00005235,CL00548,2025-07-17,solicitud_soporte,app,resuelto,Android,692
EV00005236,CL00548,2026-03-15,pago_iniciado,app,exitoso,Android,111
EV00005237,CL00548,2025-12-25,pago_iniciado,app,exitoso,Android,145
EV00005238,CL00548,2026-01-11,login,app,abandonado,Android,105
EV00005239,CL00548,2025-12-05,consulta_saldo,app,exitoso,Android,68
EV00005240,CL00548,2025-11-11,login,app,exitoso,Android,197
EV00005241,CL00549,2025-08-15,pago_fallido,app,fondos_insuficientes,Android,186
EV00005242,CL00549,2024-10-22,pago_iniciado,app,exitoso,Android,100
EV00005243,CL00549,2024-05-31,pago_exitoso,web,exitoso,Android,106
EV00005244,CL00549,2025-01-19,login,app,abandonado,Android,156
EV00005245,CL00549,2023-09-08,pago_exitoso,app,abandonado,Android,347
EV00005246,CL00550,2025-05-18,pago_iniciado,app,abandonado,Android,119
EV00005247,CL00550,2023-11-04,consulta_saldo,app,exitoso,Android,90
EV00005248,CL00550,2025-05-05,pago_iniciado,web,exitoso,Android,215
EV00005249,CL00550,2025-12-02,login,web,exitoso,Android,205
EV00005250,CL00550,2024-11-04,pago_exitoso,web,exitoso,Android,84
EV00005251,CL00550,2023-12-18,login,app,exitoso,Android,175
EV00005252,CL00550,2026-03-28,solicitud_soporte,app,escalado,Android,54
EV00005253,CL00551,2026-04-26,pago_iniciado,app,exitoso,Android,447
EV00005254,CL00551,2026-04-09,pago_exitoso,web,abandonado,Android,39
EV00005255,CL00551,2026-03-26,consulta_saldo,whatsapp,exitoso,Android,186
EV00005256,CL00551,2026-03-31,pago_iniciado,app,exitoso,Android,154
EV00005257,CL00551,2026-01-01,actualizacion_datos,app,exitoso,Android,59
EV00005258,CL00551,2026-02-19,consulta_saldo,app,exitoso,Android,175
EV00005259,CL00551,2025-12-27,pago_iniciado,app,exitoso,Android,75
EV00005260,CL00551,2025-12-30,pago_iniciado,app,exitoso,Android,172
EV00005261,CL00551,2026-04-15,login,app,exitoso,Android,312
EV00005262,CL00551,2026-01-11,actualizacion_datos,app,exitoso,Android,106
EV00005263,CL00551,2026-01-11,pago_exitoso,app,exitoso,Android,64
EV00005264,CL00552,2025-07-13,consulta_saldo,app,exitoso,Web,160
EV00005265,CL00552,2025-05-10,pago_iniciado,web,exitoso,Web,5
EV00005266,CL00552,2026-03-28,login,app,exitoso,Web,189
EV00005267,CL00552,2025-05-20,login,app,exitoso,Web,45
EV00005268,CL00552,2025-05-09,actualizacion_datos,app,exitoso,Web,180
EV00005269,CL00552,2025-10-23,solicitud_soporte,web,escalado,Web,62
EV00005270,CL00552,2025-05-11,consulta_saldo,web,exitoso,Web,412
EV00005271,CL00552,2026-04-02,simulacion_credito,whatsapp,exitoso,Web,131
EV00005272,CL00552,2026-03-25,actualizacion_datos,app,exitoso,Web,169
EV00005273,CL00552,2024-08-16,solicitud_soporte,web,resuelto,Web,155
EV00005274,CL00552,2024-07-28,pago_fallido,app,error_banco,Web,319
EV00005275,CL00552,2025-05-09,login,web,exitoso,Web,117
EV00005276,CL00552,2025-10-08,pago_iniciado,app,exitoso,Web,51
EV00005277,CL00553,2025-11-24,consulta_saldo,app,exitoso,Android,48
EV00005278,CL00553,2025-03-13,login,call_center,exitoso,Android,281
EV00005279,CL00553,2025-10-21,login,app,exitoso,Android,230
EV00005280,CL00553,2025-03-06,consulta_saldo,whatsapp,exitoso,Android,158
EV00005281,CL00553,2025-01-29,pago_iniciado,app,exitoso,Android,293
EV00005282,CL00553,2025-04-08,pago_fallido,app,fondos_insuficientes,Android,39
EV00005283,CL00553,2025-06-26,login,app,exitoso,Android,121
EV00005284,CL00553,2025-07-03,login,app,exitoso,Android,456
EV00005285,CL00554,2023-11-04,pago_exitoso,web,exitoso,Android,183
EV00005286,CL00554,2024-06-18,consulta_saldo,app,exitoso,Android,23
EV00005287,CL00554,2025-11-17,pago_exitoso,app,exitoso,Android,163
EV00005288,CL00554,2026-02-21,login,app,exitoso,Android,134
EV00005289,CL00554,2024-09-06,consulta_saldo,app,exitoso,Android,119
EV00005290,CL00554,2026-01-14,solicitud_soporte,whatsapp,resuelto,Android,161
EV00005291,CL00554,2026-04-20,login,app,abandonado,Android,418
EV00005292,CL00554,2024-05-29,consulta_saldo,app,exitoso,Android,116
EV00005293,CL00554,2024-01-02,pago_exitoso,app,exitoso,Android,105
EV00005294,CL00554,2025-02-16,solicitud_soporte,app,sin_contacto,Android,161
EV00005295,CL00554,2025-04-08,login,app,exitoso,Android,280
EV00005296,CL00554,2025-05-03,login,web,abandonado,Android,243
EV00005297,CL00554,2024-10-03,pago_exitoso,call_center,abandonado,Android,287
EV00005298,CL00554,2024-11-17,solicitud_soporte,app,resuelto,Android,263
EV00005299,CL00554,2025-01-23,solicitud_soporte,web,escalado,Android,158
EV00005300,CL00554,2023-12-10,consulta_saldo,web,exitoso,Android,140
EV00005301,CL00555,2025-03-05,login,app,exitoso,iOS,285
EV00005302,CL00555,2025-08-30,login,app,exitoso,iOS,276
EV00005303,CL00555,2025-06-14,solicitud_soporte,app,resuelto,iOS,143
EV00005304,CL00555,2025-06-26,actualizacion_datos,whatsapp,exitoso,iOS,146
EV00005305,CL00555,2025-05-31,pago_exitoso,web,exitoso,iOS,45
EV00005306,CL00555,2026-01-31,login,whatsapp,exitoso,iOS,325
EV00005307,CL00555,2026-02-14,actualizacion_datos,web,exitoso,iOS,45
EV00005308,CL00556,2024-07-28,pago_iniciado,app,exitoso,Android,195
EV00005309,CL00556,2025-02-09,solicitud_soporte,app,sin_contacto,Android,409
EV00005310,CL00556,2024-12-31,pago_exitoso,call_center,exitoso,Android,50
EV00005311,CL00556,2024-07-11,login,web,abandonado,Android,136
EV00005312,CL00556,2024-11-14,actualizacion_datos,app,abandonado,Android,60
EV00005313,CL00557,2025-02-27,pago_iniciado,app,exitoso,Android,297
EV00005314,CL00557,2025-09-19,pago_iniciado,app,abandonado,Android,75
EV00005315,CL00557,2025-11-01,login,app,exitoso,Android,180
EV00005316,CL00558,2023-09-23,consulta_saldo,app,exitoso,Android,40
EV00005317,CL00558,2024-05-14,solicitud_soporte,whatsapp,escalado,Android,47
EV00005318,CL00558,2024-03-26,consulta_saldo,app,exitoso,Android,79
EV00005319,CL00558,2024-07-12,consulta_saldo,app,abandonado,Android,102
EV00005320,CL00558,2024-08-22,pago_exitoso,app,exitoso,Android,37
EV00005321,CL00558,2025-01-17,simulacion_credito,web,exitoso,Android,341
EV00005322,CL00558,2024-11-20,login,app,exitoso,Android,339
EV00005323,CL00558,2025-08-13,login,app,exitoso,Android,154
EV00005324,CL00559,2025-05-30,consulta_saldo,web,exitoso,Android,125
EV00005325,CL00559,2025-08-07,pago_exitoso,app,exitoso,Android,226
EV00005326,CL00559,2025-05-09,pago_iniciado,app,abandonado,Android,92
EV00005327,CL00559,2023-09-06,pago_iniciado,web,exitoso,Android,129
EV00005328,CL00559,2024-12-15,pago_iniciado,app,exitoso,Android,136
EV00005329,CL00559,2025-01-08,pago_exitoso,app,exitoso,Android,347
EV00005330,CL00559,2025-04-07,pago_iniciado,app,exitoso,Android,79
EV00005331,CL00559,2023-09-03,pago_exitoso,call_center,exitoso,Android,107
EV00005332,CL00559,2024-08-17,pago_exitoso,app,exitoso,Android,51
EV00005333,CL00559,2024-12-28,pago_exitoso,app,exitoso,Android,61
EV00005334,CL00559,2024-12-07,pago_exitoso,app,exitoso,Android,163
EV00005335,CL00559,2024-03-06,solicitud_soporte,app,resuelto,Android,201
EV00005336,CL00559,2024-05-19,login,app,exitoso,Android,143
EV00005337,CL00560,2024-08-04,simulacion_credito,whatsapp,exitoso,Android,313
EV00005338,CL00560,2025-11-18,consulta_saldo,app,exitoso,Android,218
EV00005339,CL00560,2024-05-20,pago_exitoso,app,exitoso,Android,131
EV00005340,CL00560,2026-03-23,solicitud_soporte,app,escalado,Android,41
EV00005341,CL00560,2023-07-06,login,app,exitoso,Android,184
EV00005342,CL00561,2025-03-02,pago_exitoso,whatsapp,exitoso,Android,159
EV00005343,CL00561,2023-08-13,login,app,exitoso,Android,173
EV00005344,CL00561,2023-08-08,pago_fallido,web,fondos_insuficientes,Android,160
EV00005345,CL00561,2024-05-12,actualizacion_datos,app,exitoso,Android,129
EV00005346,CL00561,2024-06-02,consulta_saldo,web,abandonado,Android,93
EV00005347,CL00561,2025-03-08,consulta_saldo,web,exitoso,Android,116
EV00005348,CL00561,2023-10-31,actualizacion_datos,whatsapp,exitoso,Android,131
EV00005349,CL00561,2025-03-29,consulta_saldo,app,exitoso,Android,91
EV00005350,CL00561,2025-06-02,login,app,exitoso,Android,247
EV00005351,CL00561,2025-05-07,consulta_saldo,app,abandonado,Android,36
EV00005352,CL00562,2026-01-03,consulta_saldo,app,exitoso,Android,213
EV00005353,CL00562,2025-09-30,pago_exitoso,app,exitoso,Android,231
EV00005354,CL00562,2026-04-21,pago_iniciado,app,exitoso,Android,215
EV00005355,CL00562,2025-02-24,consulta_saldo,app,exitoso,Android,255
EV00005356,CL00562,2024-09-22,consulta_saldo,call_center,exitoso,Android,133
EV00005357,CL00562,2024-10-28,pago_exitoso,app,exitoso,Android,27
EV00005358,CL00563,2024-06-22,pago_exitoso,web,exitoso,Android,39
EV00005359,CL00563,2024-05-18,consulta_saldo,app,exitoso,Android,95
EV00005360,CL00563,2024-07-27,login,whatsapp,exitoso,Android,75
EV00005361,CL00563,2024-10-22,consulta_saldo,app,abandonado,Android,186
EV00005362,CL00563,2024-04-06,pago_iniciado,call_center,exitoso,Android,92
EV00005363,CL00563,2023-12-16,actualizacion_datos,app,exitoso,Android,129
EV00005364,CL00563,2023-08-31,consulta_saldo,app,abandonado,Android,187
EV00005365,CL00564,2024-12-22,login,app,exitoso,iOS,263
EV00005366,CL00564,2024-05-16,actualizacion_datos,app,exitoso,iOS,359
EV00005367,CL00564,2024-05-08,consulta_saldo,app,exitoso,iOS,86
EV00005368,CL00564,2025-08-02,consulta_saldo,app,exitoso,iOS,25
EV00005369,CL00564,2025-06-21,pago_fallido,app,fondos_insuficientes,iOS,106
EV00005370,CL00564,2024-04-06,login,whatsapp,abandonado,iOS,116
EV00005371,CL00565,2023-12-14,consulta_saldo,whatsapp,exitoso,Android,97
EV00005372,CL00565,2025-11-01,consulta_saldo,web,exitoso,Android,222
EV00005373,CL00565,2023-06-23,login,app,exitoso,Android,34
EV00005374,CL00565,2024-08-22,consulta_saldo,app,exitoso,Android,59
EV00005375,CL00565,2024-08-20,pago_exitoso,app,exitoso,Android,44
EV00005376,CL00565,2025-06-14,pago_exitoso,whatsapp,exitoso,Android,218
EV00005377,CL00566,2023-06-13,pago_iniciado,app,exitoso,Android,81
EV00005378,CL00566,2024-01-23,login,app,exitoso,Android,22
EV00005379,CL00566,2024-05-04,pago_iniciado,app,exitoso,Android,83
EV00005380,CL00566,2023-03-21,pago_exitoso,app,exitoso,Android,176
EV00005381,CL00566,2026-03-07,consulta_saldo,app,exitoso,Android,198
EV00005382,CL00566,2025-12-23,login,app,exitoso,Android,534
EV00005383,CL00566,2026-02-07,login,call_center,exitoso,Android,45
EV00005384,CL00566,2024-06-08,login,app,exitoso,Android,101
EV00005385,CL00566,2025-08-17,consulta_saldo,app,exitoso,Android,28
EV00005386,CL00566,2023-07-20,solicitud_soporte,web,resuelto,Android,149
EV00005387,CL00566,2023-10-24,login,app,exitoso,Android,36
EV00005388,CL00566,2026-03-23,login,app,exitoso,Android,100
EV00005389,CL00567,2026-01-24,solicitud_soporte,app,resuelto,iOS,354
EV00005390,CL00567,2025-08-07,simulacion_credito,app,exitoso,iOS,33
EV00005391,CL00567,2026-04-05,consulta_saldo,app,exitoso,iOS,102
EV00005392,CL00567,2025-03-08,login,app,exitoso,iOS,203
EV00005393,CL00568,2025-10-23,pago_iniciado,call_center,exitoso,Android,288
EV00005394,CL00568,2026-03-06,login,app,exitoso,Android,123
EV00005395,CL00568,2025-09-26,simulacion_credito,web,abandonado,Android,266
EV00005396,CL00568,2025-10-14,pago_exitoso,app,exitoso,Android,270
EV00005397,CL00568,2025-09-24,consulta_saldo,whatsapp,exitoso,Android,205
EV00005398,CL00568,2026-04-06,consulta_saldo,app,exitoso,Android,9
EV00005399,CL00568,2026-04-24,login,web,exitoso,Android,43
EV00005400,CL00568,2025-12-12,solicitud_soporte,app,resuelto,Android,179
EV00005401,CL00568,2026-03-27,login,app,abandonado,Android,34
EV00005402,CL00568,2026-02-06,login,app,exitoso,Android,272
EV00005403,CL00568,2025-09-11,solicitud_soporte,app,sin_contacto,Android,71
EV00005404,CL00568,2025-10-07,pago_exitoso,app,exitoso,Android,22
EV00005405,CL00568,2025-10-28,pago_exitoso,call_center,exitoso,Android,253
EV00005406,CL00568,2026-01-14,consulta_saldo,web,abandonado,Android,79
EV00005407,CL00568,2025-11-22,pago_exitoso,app,exitoso,Android,19
EV00005408,CL00568,2026-01-21,pago_iniciado,web,exitoso,Android,108
EV00005409,CL00569,2025-10-17,pago_iniciado,web,exitoso,iOS,120
EV00005410,CL00569,2025-12-06,consulta_saldo,call_center,exitoso,iOS,103
EV00005411,CL00569,2026-02-17,solicitud_soporte,whatsapp,resuelto,iOS,128
EV00005412,CL00569,2026-03-12,consulta_saldo,app,exitoso,iOS,8
EV00005413,CL00569,2025-11-06,actualizacion_datos,app,exitoso,iOS,48
EV00005414,CL00569,2026-04-03,login,app,exitoso,iOS,85
EV00005415,CL00569,2026-04-26,pago_iniciado,whatsapp,exitoso,iOS,106
EV00005416,CL00569,2026-02-26,solicitud_soporte,app,escalado,iOS,38
EV00005417,CL00569,2026-02-06,pago_exitoso,call_center,exitoso,iOS,100
EV00005418,CL00569,2026-04-29,consulta_saldo,app,exitoso,iOS,31
EV00005419,CL00569,2025-09-05,simulacion_credito,app,exitoso,iOS,86
EV00005420,CL00569,2025-12-11,pago_iniciado,app,exitoso,iOS,113
EV00005421,CL00569,2025-12-30,login,app,exitoso,iOS,507
EV00005422,CL00570,2026-04-26,pago_iniciado,app,abandonado,Android,186
EV00005423,CL00570,2025-10-07,pago_iniciado,app,exitoso,Android,159
EV00005424,CL00570,2026-02-05,consulta_saldo,app,exitoso,Android,163
EV00005425,CL00570,2026-01-29,actualizacion_datos,whatsapp,abandonado,Android,166
EV00005426,CL00570,2026-03-01,actualizacion_datos,app,exitoso,Android,317
EV00005427,CL00570,2026-03-23,actualizacion_datos,app,exitoso,Android,92
EV00005428,CL00570,2026-04-11,pago_exitoso,app,exitoso,Android,198
EV00005429,CL00570,2025-08-02,actualizacion_datos,app,exitoso,Android,121
EV00005430,CL00570,2025-08-14,login,app,exitoso,Android,13
EV00005431,CL00570,2025-09-14,consulta_saldo,app,exitoso,Android,423
EV00005432,CL00571,2025-03-15,login,app,exitoso,Android,73
EV00005433,CL00571,2025-02-07,consulta_saldo,whatsapp,abandonado,Android,255
EV00005434,CL00571,2024-03-26,solicitud_soporte,app,escalado,Android,170
EV00005435,CL00571,2026-04-26,pago_iniciado,web,abandonado,Android,100
EV00005436,CL00571,2025-04-20,login,app,abandonado,Android,40
EV00005437,CL00571,2023-11-18,actualizacion_datos,app,exitoso,Android,297
EV00005438,CL00572,2026-04-27,pago_exitoso,app,exitoso,Android,109
EV00005439,CL00572,2025-03-19,login,app,exitoso,Android,80
EV00005440,CL00572,2025-01-30,solicitud_soporte,web,resuelto,Android,64
EV00005441,CL00573,2026-03-13,solicitud_soporte,web,resuelto,iOS,115
EV00005442,CL00573,2025-12-16,login,app,exitoso,iOS,113
EV00005443,CL00573,2025-11-19,login,app,exitoso,iOS,106
EV00005444,CL00573,2025-12-16,login,app,exitoso,iOS,36
EV00005445,CL00573,2026-03-02,login,app,abandonado,iOS,108
EV00005446,CL00573,2026-04-26,pago_exitoso,app,exitoso,iOS,39
EV00005447,CL00573,2025-12-01,login,whatsapp,exitoso,iOS,119
EV00005448,CL00573,2026-04-10,consulta_saldo,web,exitoso,iOS,30
EV00005449,CL00573,2026-02-25,pago_fallido,app,fondos_insuficientes,iOS,270
EV00005450,CL00573,2025-11-12,consulta_saldo,web,exitoso,iOS,17
EV00005451,CL00573,2025-12-29,login,app,exitoso,iOS,141
EV00005452,CL00574,2025-05-08,solicitud_soporte,whatsapp,escalado,Web,35
EV00005453,CL00574,2025-04-26,consulta_saldo,web,exitoso,Web,128
EV00005454,CL00574,2026-04-04,solicitud_soporte,web,resuelto,Web,269
EV00005455,CL00574,2025-07-13,simulacion_credito,web,exitoso,Web,323
EV00005456,CL00574,2025-10-14,login,app,exitoso,Web,239
EV00005457,CL00574,2026-02-11,solicitud_soporte,app,resuelto,Web,107
EV00005458,CL00574,2026-03-17,actualizacion_datos,web,exitoso,Web,65
EV00005459,CL00574,2026-03-26,login,web,exitoso,Web,53
EV00005460,CL00575,2024-11-24,solicitud_soporte,app,escalado,Android,334
EV00005461,CL00575,2024-06-05,pago_exitoso,app,exitoso,Android,59
EV00005462,CL00575,2026-02-25,login,app,exitoso,Android,319
EV00005463,CL00575,2024-12-31,login,app,exitoso,Android,56
EV00005464,CL00575,2026-02-19,login,app,exitoso,Android,38
EV00005465,CL00575,2025-01-20,consulta_saldo,web,exitoso,Android,234
EV00005466,CL00575,2026-04-23,solicitud_soporte,app,escalado,Android,5
EV00005467,CL00575,2025-01-17,consulta_saldo,web,exitoso,Android,222
EV00005468,CL00575,2024-07-06,consulta_saldo,web,exitoso,Android,74
EV00005469,CL00575,2026-04-18,simulacion_credito,app,exitoso,Android,35
EV00005470,CL00575,2024-12-07,login,app,exitoso,Android,196
EV00005471,CL00576,2024-12-26,consulta_saldo,app,exitoso,Android,87
EV00005472,CL00576,2026-02-23,pago_exitoso,app,exitoso,Android,147
EV00005473,CL00576,2025-04-23,consulta_saldo,app,exitoso,Android,111
EV00005474,CL00576,2023-12-01,pago_iniciado,app,exitoso,Android,295
EV00005475,CL00576,2024-10-11,pago_exitoso,web,exitoso,Android,171
EV00005476,CL00576,2026-02-01,consulta_saldo,whatsapp,exitoso,Android,333
EV00005477,CL00576,2025-02-12,login,app,exitoso,Android,203
EV00005478,CL00576,2024-01-03,simulacion_credito,app,abandonado,Android,131
EV00005479,CL00576,2024-03-04,pago_fallido,app,fondos_insuficientes,Android,84
EV00005480,CL00576,2025-04-24,actualizacion_datos,app,abandonado,Android,75
EV00005481,CL00576,2026-04-12,pago_iniciado,whatsapp,exitoso,Android,165
EV00005482,CL00577,2026-01-12,pago_exitoso,whatsapp,exitoso,Android,121
EV00005483,CL00577,2026-04-28,consulta_saldo,app,exitoso,Android,163
EV00005484,CL00578,2026-04-25,pago_exitoso,app,exitoso,Android,143
EV00005485,CL00578,2024-09-23,pago_exitoso,app,abandonado,Android,75
EV00005486,CL00578,2024-11-27,consulta_saldo,whatsapp,exitoso,Android,112
EV00005487,CL00578,2024-08-31,login,app,exitoso,Android,286
EV00005488,CL00578,2025-02-07,actualizacion_datos,app,exitoso,Android,18
EV00005489,CL00578,2023-11-25,consulta_saldo,app,exitoso,Android,311
EV00005490,CL00578,2025-03-17,solicitud_soporte,app,resuelto,Android,98
EV00005491,CL00578,2025-10-02,login,app,exitoso,Android,77
EV00005492,CL00578,2025-01-02,solicitud_soporte,app,resuelto,Android,23
EV00005493,CL00578,2024-03-28,simulacion_credito,app,exitoso,Android,221
EV00005494,CL00578,2024-10-13,pago_iniciado,web,exitoso,Android,143
EV00005495,CL00579,2025-12-04,login,web,exitoso,Android,192
EV00005496,CL00579,2024-06-04,solicitud_soporte,web,resuelto,Android,199
EV00005497,CL00579,2026-02-09,pago_iniciado,app,exitoso,Android,315
EV00005498,CL00579,2024-09-27,pago_exitoso,web,exitoso,Android,80
EV00005499,CL00579,2025-09-19,login,web,exitoso,Android,259
EV00005500,CL00579,2026-01-02,consulta_saldo,app,exitoso,Android,246
EV00005501,CL00580,2026-01-01,pago_exitoso,app,exitoso,Android,247
EV00005502,CL00580,2024-11-14,pago_exitoso,app,exitoso,Android,446
EV00005503,CL00580,2026-03-24,consulta_saldo,app,exitoso,Android,138
EV00005504,CL00580,2025-04-06,pago_exitoso,app,exitoso,Android,132
EV00005505,CL00580,2024-01-26,pago_iniciado,app,exitoso,Android,214
EV00005506,CL00580,2025-08-06,solicitud_soporte,app,resuelto,Android,47
EV00005507,CL00580,2025-10-05,login,app,exitoso,Android,190
EV00005508,CL00580,2024-12-11,solicitud_soporte,app,escalado,Android,116
EV00005509,CL00580,2024-09-13,pago_iniciado,whatsapp,exitoso,Android,356
EV00005510,CL00581,2024-11-01,login,app,exitoso,iOS,66
EV00005511,CL00581,2023-11-19,pago_iniciado,app,exitoso,iOS,140
EV00005512,CL00581,2024-09-09,login,app,exitoso,iOS,186
EV00005513,CL00581,2025-01-04,pago_fallido,web,fondos_insuficientes,iOS,141
EV00005514,CL00581,2026-02-13,consulta_saldo,app,exitoso,iOS,358
EV00005515,CL00581,2025-05-20,solicitud_soporte,web,resuelto,iOS,77
EV00005516,CL00582,2026-02-01,solicitud_soporte,app,resuelto,Android,16
EV00005517,CL00582,2026-04-18,pago_iniciado,web,abandonado,Android,99
EV00005518,CL00582,2026-03-29,login,web,exitoso,Android,29
EV00005519,CL00582,2026-03-26,login,app,exitoso,Android,267
EV00005520,CL00582,2026-03-06,actualizacion_datos,app,exitoso,Android,323
EV00005521,CL00582,2026-02-17,simulacion_credito,app,exitoso,Android,36
EV00005522,CL00582,2026-03-23,solicitud_soporte,app,escalado,Android,48
EV00005523,CL00582,2026-02-21,consulta_saldo,app,exitoso,Android,155
EV00005524,CL00582,2026-03-07,consulta_saldo,web,exitoso,Android,96
EV00005525,CL00582,2026-02-20,solicitud_soporte,web,resuelto,Android,196
EV00005526,CL00582,2026-02-24,simulacion_credito,whatsapp,exitoso,Android,13
EV00005527,CL00583,2025-12-23,pago_iniciado,app,exitoso,Android,9
EV00005528,CL00583,2025-11-07,pago_exitoso,app,exitoso,Android,96
EV00005529,CL00583,2025-04-23,pago_iniciado,app,exitoso,Android,74
EV00005530,CL00583,2025-06-03,login,app,exitoso,Android,312
EV00005531,CL00583,2026-01-14,login,app,exitoso,Android,244
EV00005532,CL00583,2025-06-29,login,web,exitoso,Android,69
EV00005533,CL00583,2025-04-06,login,web,abandonado,Android,402
EV00005534,CL00583,2025-08-24,actualizacion_datos,app,exitoso,Android,274
EV00005535,CL00584,2025-08-28,login,whatsapp,exitoso,Android,107
EV00005536,CL00584,2024-11-09,pago_fallido,app,error_banco,Android,122
EV00005537,CL00584,2024-01-13,actualizacion_datos,app,exitoso,Android,8
EV00005538,CL00584,2025-04-18,pago_iniciado,web,exitoso,Android,286
EV00005539,CL00584,2024-07-17,login,app,exitoso,Android,26
EV00005540,CL00584,2024-06-16,actualizacion_datos,app,exitoso,Android,133
EV00005541,CL00584,2026-01-12,login,app,exitoso,Android,184
EV00005542,CL00584,2023-06-20,consulta_saldo,app,abandonado,Android,68
EV00005543,CL00584,2023-11-28,login,web,exitoso,Android,108
EV00005544,CL00584,2025-04-02,consulta_saldo,app,exitoso,Android,115
EV00005545,CL00584,2024-05-07,consulta_saldo,app,abandonado,Android,143
EV00005546,CL00584,2023-05-29,pago_iniciado,app,exitoso,Android,227
EV00005547,CL00584,2024-05-04,consulta_saldo,app,exitoso,Android,268
EV00005548,CL00584,2023-05-11,login,app,exitoso,Android,92
EV00005549,CL00584,2024-11-15,simulacion_credito,app,exitoso,Android,512
EV00005550,CL00585,2023-05-23,login,app,exitoso,Android,171
EV00005551,CL00585,2025-09-18,login,app,exitoso,Android,572
EV00005552,CL00585,2024-05-07,login,app,exitoso,Android,103
