credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,riesgo_mora_30,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,total_eventos_pre,duracion_promedio_pre,prob_riesgo
CR000852,CL00775,2025-08-29,Crédito consumo digital,800000,6,0.0208,143000,App,701,0.1723,Automática,Mora severa,1,42,M,3,Universitario,Estudiante,830000.0,450.0,True,0,Android,7.0,162.28571428571428,0.9776219085917396
CR000853,CL00775,2026-01-13,Crédito consumo digital,500000,9,0.0274,63000,App,655,0.0759,Automática,Activo,0,42,M,3,Universitario,Estudiante,830000.0,450.0,True,0,Android,7.0,162.28571428571428,0.013386970475856417
CR000854,CL00776,2025-01-17,Crédito consumo digital,1450000,6,0.0385,275000,App,834,0.118,Automática,Finalizado,0,20,F,3,Técnico/Tecnólogo,Microempresario,2330000.0,566.0,False,1,Android,6.0,214.83333333333331,0.009612757115487406
CR000855,CL00777,2024-08-24,Crédito consumo digital,2150000,9,0.031,277000,Web,851,0.0737,Automática,Finalizado,0,29,M,1,Posgrado,Empleado,3760000.0,694.0,False,4,Android,6.0,76.66666666666667,0.01166966420872239
CR000856,CL00777,2025-01-03,Microcrédito,2200000,24,0.0449,152000,Web,827,0.0404,Automática,Activo,0,29,M,1,Posgrado,Empleado,3760000.0,694.0,False,4,Android,6.0,76.66666666666667,0.010885607763393364
CR000857,CL00778,2026-03-11,Crédito libre inversión,11700000,6,0.0173,2070000,Call center,838,0.5201,Manual,Activo,0,34,M,2,Sin información,Microempresario,3980000.0,627.0,False,1,Android,9.0,189.22222222222223,0.012051136015181553
CR000858,CL00780,2025-12-04,Crédito consumo digital,800000,6,0.025,145000,App,816,0.0924,Automática,Activo,0,42,M,1,Bachiller,Comerciante,1570000.0,580.0,True,1,iOS,,,0.01060406916281102
CR000859,CL00781,2025-08-20,Microcrédito,2550000,9,0.0363,337000,App,839,0.1311,Automática,Mora moderada,1,38,F,1,Sin información,Independiente,2570000.0,507.0,True,2,Android,35.0,121.17142857142858,0.8214874389144327
CR000860,CL00781,2025-09-22,Crédito libre inversión,2700000,3,0.0178,932000,App,747,0.3626,Manual,Mora moderada,1,38,F,1,Sin información,Independiente,2570000.0,507.0,True,2,Android,35.0,121.17142857142858,0.7830693314677027
CR000861,CL00781,2026-01-07,Crédito consumo digital,750000,6,0.0357,141000,Aliado,771,0.0549,Automática,Mora moderada,1,38,F,1,Sin información,Independiente,2570000.0,507.0,True,2,Android,35.0,121.17142857142858,0.8475168549639571
CR000862,CL00782,2025-01-06,Microcrédito,1650000,6,0.0364,311000,Aliado,834,0.121,Automática,Mora moderada,1,23,M,3,Universitario,Independiente,2570000.0,568.0,False,2,Android,4.0,172.0,0.86133096949348
CR000863,CL00785,2026-03-05,Crédito consumo digital,4450000,6,0.0314,825000,Call center,864,0.2687,Automática,Activo,0,42,M,6,Bachiller,Comerciante,3070000.0,709.0,False,3,Android,13.0,161.23076923076923,0.016052000382850862
CR000864,CL00786,2025-11-15,Crédito consumo digital,3550000,6,0.0206,635000,Web,852,0.1835,Automática,Activo,0,47,F,4,Bachiller,Comerciante,3460000.0,674.0,True,0,Android,7.0,124.42857142857144,0.01517840066683207
CR000865,CL00788,2023-06-29,Crédito libre inversión,5750000,12,0.0211,548000,Web,829,0.1734,Automática,Finalizado,0,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,True,1,iOS,20.0,123.95,0.012001067369368807
CR000866,CL00788,2024-01-24,Microcrédito,2750000,6,0.0344,515000,Web,900,0.163,Automática,Finalizado,0,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,True,1,iOS,20.0,123.95,0.0045578165634018565
CR000867,CL00788,2024-11-10,Avance de nómina,650000,9,0.0265,82000,Web,859,0.0259,Automática,Finalizado,0,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,True,1,iOS,20.0,123.95,0.00991475122840667
CR000868,CL00789,2025-07-07,Crédito consumo digital,3000000,6,0.0304,555000,App,892,0.2238,Automática,Finalizado,0,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,False,1,iOS,53.0,155.64150943396226,0.004129550554019908
CR000869,CL00789,2026-01-27,Crédito consumo digital,1200000,12,0.0383,127000,App,889,0.0512,Automática,Activo,0,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,False,1,iOS,53.0,155.64150943396226,0.003411512773606303
CR000870,CL00789,2025-12-30,Crédito libre inversión,3600000,3,0.0321,1278000,Web,829,0.5153,Manual,Finalizado,0,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,False,1,iOS,53.0,155.64150943396226,0.002512366889894492
CR000871,CL00790,2024-06-04,Crédito consumo digital,3100000,18,0.0298,225000,Web,819,0.0563,Automática,Mora severa,1,19,F,4,Posgrado,Independiente,4000000.0,564.0,True,2,Android,1.0,275.0,0.9549056320068369
CR000872,CL00791,2025-12-16,Crédito consumo digital,400000,6,0.0208,72000,Aliado,780,0.0439,Automática,Activo,0,40,M,2,Universitario,Conductor/Repartidor,1640000.0,450.0,False,0,Web,6.0,138.66666666666666,0.009998142502270019
CR000873,CL00792,2025-04-19,Crédito consumo digital,1250000,24,0.0328,76000,App,900,0.0226,Automática,Activo,0,38,M,2,Posgrado,Empleado,3360000.0,574.0,False,3,Android,2.0,44.0,0.0196605622965156
CR000874,CL00793,2025-11-05,Crédito consumo digital,2900000,6,0.0352,545000,Aliado,900,0.1359,Automática,Activo,0,39,M,3,Universitario,Empleado,4010000.0,794.0,True,2,iOS,8.0,123.375,0.003943434131643011
CR000875,CL00794,2025-06-11,Crédito consumo digital,3900000,9,0.0335,509000,Aliado,898,0.1018,Automática,Mora severa,1,23,M,2,Técnico/Tecnólogo,Empleado,5000000.0,670.0,True,0,iOS,5.0,154.2,0.9713833045792052
CR000876,CL00795,2026-02-05,Crédito consumo digital,2150000,24,0.0228,117000,App,843,0.043,Automática,Activo,0,25,M,4,Técnico/Tecnólogo,Empleado,2720000.0,521.0,True,1,Android,8.0,122.0,0.0169118313506182
CR000877,CL00796,2025-07-07,Crédito consumo digital,1100000,6,0.0321,205000,App,756,0.0798,Automática,Finalizado,0,47,M,1,Bachiller,Empleado,2570000.0,507.0,False,0,iOS,,,0.00938215629973112
CR000878,CL00798,2025-02-23,Crédito consumo digital,1300000,18,0.0213,88000,App,900,0.0553,Automática,Activo,0,43,M,2,Posgrado,Independiente,1590000.0,548.0,False,0,Android,3.0,101.66666666666669,0.016294606887033145
CR000879,CL00799,2025-04-17,Crédito consumo digital,750000,6,0.0373,142000,App,876,0.0714,Automática,Finalizado,0,36,M,4,Bachiller,Pensionado,1990000.0,577.0,False,0,iOS,24.0,134.58333333333334,0.006868205103913625
CR000880,CL00799,2025-08-18,Crédito consumo digital,1300000,9,0.0216,161000,App,776,0.0809,Automática,Activo,0,36,M,4,Bachiller,Pensionado,1990000.0,577.0,False,0,iOS,24.0,134.58333333333334,0.00813663271247906
CR000881,CL00801,2025-03-10,Crédito consumo digital,250000,9,0.0388,33000,App,767,0.0413,Automática,Finalizado,0,45,M,1,Universitario,Pensionado,800000.0,489.0,True,0,iOS,24.0,201.16666666666663,0.00342699331578492
CR000882,CL00801,2025-10-11,Crédito consumo digital,900000,3,0.0383,323000,App,732,0.4037,Manual,Finalizado,0,45,M,1,Universitario,Pensionado,800000.0,489.0,True,0,iOS,24.0,201.16666666666663,0.0023139444384763347
CR000883,CL00801,2023-09-10,Crédito libre inversión,1650000,6,0.0295,304000,Aliado,744,0.38,Manual,Mora moderada,1,45,M,1,Universitario,Pensionado,800000.0,489.0,True,0,iOS,24.0,201.16666666666663,0.7233226094242318
CR000884,CL00802,2025-07-13,Microcrédito,2100000,9,0.0274,266000,Call center,821,0.1209,Automática,Mora severa,1,31,M,2,Bachiller,Empleado,2200000.0,578.0,False,0,Android,9.0,178.66666666666666,0.9833893600433493
CR000885,CL00802,2023-12-15,Microcrédito,1450000,3,0.0441,527000,Web,748,0.2395,Automática,Finalizado,0,31,M,2,Bachiller,Empleado,2200000.0,578.0,False,0,Android,9.0,178.66666666666666,0.014032677592670273
CR000886,CL00803,2025-06-20,Crédito libre inversión,850000,3,0.0316,301000,Web,684,0.2467,Automática,Finalizado,0,17,F,3,Bachiller,Pensionado,1220000.0,452.0,False,2,Android,1.0,294.0,0.010257263650956494
CR000887,CL00804,2026-03-24,Crédito consumo digital,2400000,3,0.0267,843000,Call center,631,0.2097,Automática,Activo,0,31,M,4,Universitario,Microempresario,4020000.0,588.0,False,0,iOS,8.0,99.125,0.022058859248533225
CR000888,CL00806,2025-03-21,Crédito consumo digital,1250000,9,0.0226,155000,Aliado,900,0.0518,Automática,Finalizado,0,33,F,5,Técnico/Tecnólogo,Independiente,2990000.0,687.0,False,0,Android,9.0,110.77777777777776,0.010248411872385958
CR000889,CL00806,2025-10-20,Avance de nómina,1400000,24,0.0258,79000,Call center,900,0.0264,Automática,Activo,0,33,F,5,Técnico/Tecnólogo,Independiente,2990000.0,687.0,False,0,Android,9.0,110.77777777777776,0.029025762911901957
CR000890,CL00807,2024-12-30,Avance de nómina,2250000,18,0.0237,155000,Web,900,0.0341,Automática,Activo,0,38,M,4,Bachiller,Empleado,4540000.0,588.0,False,0,Android,15.0,157.86666666666667,0.013889873030561222
CR000891,CL00807,2026-03-24,Crédito libre inversión,8650000,6,0.0231,1561000,Web,856,0.3438,Automática,Activo,0,38,M,4,Bachiller,Empleado,4540000.0,588.0,False,0,Android,15.0,157.86666666666667,0.00844132556870265
CR000892,CL00808,2023-10-28,Microcrédito,3000000,6,0.0334,560000,App,822,0.1497,Automática,Finalizado,0,31,F,3,Técnico/Tecnólogo,Empleado,3740000.0,567.0,False,0,Android,,,0.007783587853498437
CR000893,CL00808,2023-08-24,Crédito consumo digital,3750000,3,0.0256,1315000,App,858,0.3516,Manual,Mora severa,1,31,F,3,Técnico/Tecnólogo,Empleado,3740000.0,567.0,False,0,Android,,,0.9128600658065736
CR000894,CL00809,2023-12-22,Avance de nómina,2200000,6,0.0206,394000,Aliado,900,0.0966,Automática,Finalizado,0,49,M,3,Bachiller,Empleado,4080000.0,605.0,False,3,Android,6.0,275.3333333333333,0.003605310077403062
CR000895,CL00809,2023-12-26,Crédito consumo digital,1650000,6,0.0223,297000,Web,854,0.0728,Automática,Finalizado,0,49,M,3,Bachiller,Empleado,4080000.0,605.0,False,3,Android,6.0,275.3333333333333,0.003647779721610964
CR000896,CL00811,2025-07-09,Crédito libre inversión,10600000,12,0.0214,1011000,Web,862,0.2824,Automática,Mora moderada,1,34,F,4,Bachiller,Independiente,3580000.0,616.0,True,2,Android,2.0,173.0,0.9447665884055402
CR000897,CL00812,2025-08-03,Crédito libre inversión,600000,24,0.0337,37000,App,795,0.0285,Automática,Mora moderada,1,82,M,2,Universitario,Independiente,1300000.0,555.0,False,1,Android,5.0,210.4,0.8720430492635824
CR000898,CL00813,2025-10-13,Crédito consumo digital,2250000,6,0.0223,405000,App,900,0.1015,Automática,Mora moderada,1,50,M,3,Universitario,Independiente,3990000.0,698.0,False,1,iOS,,,0.8330469672067468
CR000899,CL00814,2025-05-31,Crédito consumo digital,1550000,9,0.0292,198000,App,820,0.1048,Automática,Mora moderada,1,38,M,3,Técnico/Tecnólogo,Comerciante,1890000.0,476.0,True,4,Android,1.0,53.0,0.9678454874456366
CR000900,CL00815,2024-11-06,Crédito consumo digital,2150000,6,0.0236,389000,App,897,0.1063,Automática,Finalizado,0,46,F,3,Posgrado,Independiente,3660000.0,685.0,True,0,Android,1.0,101.0,0.010824492946882302
CR000901,CL00816,2026-02-12,Crédito consumo digital,700000,6,0.0279,128000,App,877,0.0601,Automática,Activo,0,21,M,3,Bachiller,Conductor/Repartidor,2130000.0,616.0,False,3,iOS,8.0,113.0,0.01081207607706921
CR000902,CL00817,2025-09-11,Crédito consumo digital,1100000,18,0.0258,77000,App,852,0.0399,Automática,Activo,0,17,F,3,Técnico/Tecnólogo,Empleado,1930000.0,559.0,False,1,iOS,9.0,124.88888888888889,0.011087719526868817
CR000903,CL00818,2023-10-03,Crédito libre inversión,2050000,12,0.0226,197000,App,803,0.0929,Automática,Mora moderada,1,45,F,3,Posgrado,Independiente,2120000.0,522.0,False,3,Android,2.0,70.5,0.9405872451980621
CR000904,CL00819,2025-10-25,Microcrédito,2200000,9,0.0334,287000,Aliado,807,0.1134,Automática,Activo,0,37,M,3,Bachiller,Empleado,2530000.0,609.0,True,0,iOS,10.0,161.2,0.006396690359185339
CR000905,CL00822,2025-07-27,Crédito libre inversión,2200000,6,0.0264,401000,App,900,0.156,Automática,Finalizado,0,50,M,3,Bachiller,Independiente,2570000.0,625.0,True,0,Android,26.0,134.69230769230768,0.007847766231070873
CR000906,CL00822,2025-01-29,Crédito consumo digital,1400000,3,0.0234,489000,App,839,0.1903,Automática,Finalizado,0,50,M,3,Bachiller,Independiente,2570000.0,625.0,True,0,Android,26.0,134.69230769230768,0.007635020809227405
CR000907,CL00823,2026-03-03,Crédito libre inversión,3050000,6,0.031,565000,App,768,0.3717,Manual,Activo,0,59,M,3,Universitario,Pensionado,1520000.0,562.0,True,1,Android,3.0,93.0,0.005801390756760208
CR000908,CL00824,2026-02-28,Crédito consumo digital,300000,6,0.025,54000,Web,682,0.09,Automática,Activo,0,32,M,1,Posgrado,Desempleado,600000.0,469.0,False,0,iOS,6.0,122.66666666666669,0.013212587773405952
CR000909,CL00825,2025-09-01,Crédito libre inversión,1600000,6,0.0183,284000,Web,816,0.115,Automática,Mora moderada,0,32,F,3,Posgrado,Empleado,2470000.0,514.0,False,0,Android,5.0,240.6,0.893494155396784
CR000910,CL00826,2026-03-10,Crédito libre inversión,4800000,9,0.0188,585000,Web,839,0.3112,Automática,Activo,0,51,M,4,Posgrado,Pensionado,1880000.0,594.0,True,1,Android,7.0,104.57142857142856,0.011700752102847545
CR000911,CL00827,2026-02-08,Crédito consumo digital,4100000,12,0.0332,420000,App,900,0.1029,Automática,Activo,0,52,F,2,Bachiller,Empleado,4080000.0,777.0,False,2,Android,13.0,154.92307692307693,0.006229703777829859
CR000912,CL00828,2024-11-13,Crédito consumo digital,1500000,6,0.12,284000,App,896,0.1048,Automática,Mora severa,1,31,F,4,Universitario,Independiente,2710000.0,494.0,False,2,Web,3.0,205.66666666666663,0.8848616754539465
CR000913,CL00829,2025-09-19,Avance de nómina,250000,9,0.0256,31000,App,780,0.0193,Automática,Activo,0,32,F,2,Bachiller,Pensionado,1610000.0,451.0,False,2,Android,37.0,113.67567567567568,0.008847042158879291
CR000914,CL00829,2024-06-06,Crédito libre inversión,3000000,6,0.018,532000,Web,619,0.3304,Manual,Mora moderada,1,32,F,2,Bachiller,Pensionado,1610000.0,451.0,False,2,Android,37.0,113.67567567567568,0.9152710235688004
CR000915,CL00829,2025-02-17,Crédito consumo digital,1200000,3,0.0328,427000,App,740,0.2652,Automática,Finalizado,0,32,F,2,Bachiller,Pensionado,1610000.0,451.0,False,2,Android,37.0,113.67567567567568,0.009312345887996828
CR000916,CL00830,2026-02-01,Crédito consumo digital,750000,9,0.03,96000,Web,780,0.05,Automática,Activo,0,33,M,2,Posgrado,Empleado,1920000.0,376.0,True,0,iOS,7.0,171.0,0.009700735225274955
CR000917,CL00831,2025-07-02,Crédito libre inversión,6000000,9,0.0273,761000,Aliado,898,0.187,Automática,Finalizado,0,23,F,1,Bachiller,Empleado,4070000.0,586.0,False,0,iOS,10.0,178.4,0.007732950959218938
CR000918,CL00832,2024-10-19,Crédito consumo digital,3500000,6,0.0211,627000,Web,810,0.2076,Automática,Finalizado,0,27,F,3,Técnico/Tecnólogo,Microempresario,3020000.0,605.0,False,3,Android,2.0,56.0,0.022765761580617078
CR000919,CL00834,2026-03-04,Crédito consumo digital,1250000,24,0.0259,71000,App,781,0.0284,Automática,Activo,0,28,M,2,Técnico/Tecnólogo,Independiente,2500000.0,559.0,False,0,Android,15.0,160.13333333333333,0.01876355641646605
CR000920,CL00834,2026-02-08,Crédito consumo digital,1650000,12,0.028,164000,Aliado,835,1.8,Automática,Activo,0,28,M,2,Técnico/Tecnólogo,Independiente,2500000.0,559.0,False,0,Android,15.0,160.13333333333333,0.10492072998093327
CR000921,CL00835,2025-07-20,Crédito libre inversión,2150000,18,0.0263,151000,Aliado,890,0.0637,Automática,Mora moderada,1,36,M,3,Sin información,Independiente,2370000.0,576.0,False,2,Android,14.0,139.57142857142858,0.9372915224732837
CR000922,CL00835,2025-07-08,Microcrédito,1900000,9,0.0282,242000,Aliado,885,0.1021,Automática,Finalizado,0,36,M,3,Sin información,Independiente,2370000.0,576.0,False,2,Android,14.0,139.57142857142858,0.007082931659888169
CR000923,CL00837,2025-03-07,Microcrédito,2400000,6,0.0427,462000,Web,889,0.211,Automática,Mora moderada,1,52,F,2,Bachiller,Independiente,2190000.0,589.0,False,2,iOS,,,0.8305189988058527
CR000924,CL00838,2024-07-15,Crédito consumo digital,1400000,6,0.0205,250000,Call center,780,0.098,Automática,Mora moderada,1,26,F,2,Bachiller,Conductor/Repartidor,2550000.0,517.0,False,2,Android,2.0,235.0,0.9565815119286072
CR000925,CL00839,2025-01-28,Crédito libre inversión,3450000,6,0.0231,622000,Web,765,0.2603,Automática,Finalizado,0,46,M,4,Sin información,Empleado,2390000.0,610.0,True,0,Android,2.0,287.0,0.009409195953205794
CR000926,CL00840,2025-10-08,Avance de nómina,700000,18,0.0257,49000,App,900,0.0196,Automática,Activo,0,34,M,2,Bachiller,Empleado,2500000.0,517.0,True,0,Android,3.0,404.6666666666667,0.0047750802188687175
CR000927,CL00841,2025-10-06,Crédito consumo digital,2550000,6,0.0385,484000,App,900,0.072,Automática,Finalizado,0,36,F,6,Bachiller,Empleado,6720000.0,841.0,True,0,Android,,,0.010500184414352921
CR000928,CL00842,2025-05-13,Crédito consumo digital,800000,12,0.0223,77000,App,881,0.03,Automática,Activo,0,43,M,4,Técnico/Tecnólogo,Independiente,2570000.0,565.0,False,1,Android,18.0,228.11111111111111,0.0030154569251006308
CR000929,CL00842,2025-08-09,Crédito consumo digital,1400000,9,0.0311,181000,Call center,833,0.0704,Automática,Activo,0,43,M,4,Técnico/Tecnólogo,Independiente,2570000.0,565.0,False,1,Android,18.0,228.11111111111111,0.005029850293324163
CR000930,CL00843,2025-10-20,Crédito consumo digital,1150000,3,0.0365,412000,Aliado,715,0.1981,Automática,Finalizado,0,25,F,2,Sin información,Empleado,2080000.0,528.0,True,0,iOS,6.0,254.66666666666663,0.009349182350738047
CR000931,CL00844,2026-03-02,Microcrédito,2350000,6,0.0293,433000,App,844,0.1933,Automática,Activo,0,40,M,1,Sin información,Conductor/Repartidor,2240000.0,574.0,True,2,Android,4.0,164.75,0.006926620624385705
CR000932,CL00846,2026-02-03,Crédito consumo digital,800000,3,0.0366,286000,App,854,0.1799,Automática,Activo,0,41,F,2,Bachiller,Empleado,1590000.0,588.0,False,1,Android,4.0,224.25,0.005316623663703177
CR000933,CL00847,2025-08-11,Crédito libre inversión,3050000,24,0.032,184000,App,791,0.0716,Automática,Mora severa,1,39,F,2,Técnico/Tecnólogo,Comerciante,2570000.0,553.0,False,4,Android,5.0,217.6,0.9785601187145926
CR000934,CL00848,2025-06-18,Microcrédito,2150000,12,0.029,215000,Call center,874,0.0837,Automática,Mora moderada,1,61,F,4,Universitario,Empleado,2570000.0,681.0,False,0,Android,14.0,160.85714285714286,0.8485918650165615
CR000935,CL00848,2025-06-30,Avance de nómina,450000,3,0.0296,159000,App,851,0.0619,Automática,Finalizado,0,61,F,4,Universitario,Empleado,2570000.0,681.0,False,0,Android,14.0,160.85714285714286,0.0044409827986902975
CR000936,CL00849,2026-01-29,Crédito libre inversión,1200000,3,0.0333,427000,Aliado,835,0.1959,Automática,Finalizado,0,30,M,3,Técnico/Tecnólogo,Independiente,2180000.0,537.0,False,0,Android,10.0,116.5,0.012632515469281146
CR000937,CL00850,2025-05-12,Crédito consumo digital,3450000,6,0.0207,617000,Aliado,804,0.2036,Automática,Finalizado,0,31,F,3,Universitario,Empleado,3030000.0,590.0,False,0,Android,,,0.009057516561094672
CR000938,CL00851,2025-06-02,Microcrédito,1550000,6,0.0338,290000,App,826,0.1062,Automática,Mora moderada,1,30,F,2,Sin información,Empleado,2730000.0,513.0,True,0,Android,9.0,228.11111111111111,0.8942334867962972
CR000939,CL00852,2025-12-15,Crédito libre inversión,14550000,3,0.0182,5028000,App,900,0.6573,Excepción,Finalizado,0,30,F,5,Bachiller,Empleado,7650000.0,821.0,True,0,Android,3.0,201.66666666666663,0.0033420346121244985
CR000940,CL00853,2025-07-12,Crédito consumo digital,750000,6,0.0207,134000,App,824,0.0709,Automática,Finalizado,0,30,M,2,Bachiller,Independiente,1890000.0,567.0,True,1,iOS,,,0.013278842075142638
CR000941,CL00854,2025-10-26,Crédito consumo digital,400000,12,0.0208,38000,Call center,834,0.0215,Automática,Activo,0,48,F,3,Sin información,Pensionado,1770000.0,561.0,True,2,Android,8.0,150.5,0.010805786910390048
CR000942,CL00855,2025-12-01,Desconocido,1050000,9,0.0274,133000,Web,900,0.0518,Automática,Activo,0,50,M,6,Bachiller,Empleado,2570000.0,715.0,False,0,Web,7.0,178.71428571428572,0.006820345509911668
CR000943,CL00857,2025-12-18,Microcrédito,1500000,6,0.03,277000,App,716,0.172,Automática,Mora moderada,1,28,M,3,Sin información,Independiente,1610000.0,496.0,False,0,Android,,,0.956440188651737
CR000944,CL00859,2025-02-06,Avance de nómina,3750000,6,0.0303,693000,Aliado,900,0.1006,Automática,Finalizado,0,30,F,4,Bachiller,Empleado,6890000.0,778.0,True,1,Android,2.0,179.5,0.009590354672211131
CR000945,CL00861,2024-02-16,Crédito consumo digital,1250000,24,0.0217,67000,Web,578,0.0295,Manual,Mora moderada,1,38,M,3,Bachiller,Pensionado,2270000.0,588.0,False,0,Web,1.0,209.0,0.9564089325365017
CR000946,CL00862,2025-12-02,Microcrédito,1700000,6,0.0385,323000,Web,900,0.0907,Automática,Activo,0,21,M,2,Bachiller,Comerciante,3560000.0,705.0,False,1,Android,6.0,191.66666666666663,0.013547399575091802
CR000947,CL00863,2024-06-27,Crédito consumo digital,1750000,12,0.0308,177000,App,861,0.0734,Automática,Finalizado,0,51,F,3,Bachiller,Empleado,2410000.0,674.0,False,1,iOS,4.0,265.25,0.004135459881900598
CR000948,CL00864,2026-03-21,Crédito consumo digital,1650000,6,0.0222,297000,Web,831,0.0762,Automática,Activo,0,54,F,1,Bachiller,Empleado,3900000.0,583.0,False,2,Android,12.0,182.25,0.0032565572233431185
CR000949,CL00865,2026-03-31,Crédito consumo digital,500000,9,0.0384,67000,App,660,0.0482,Automática,Activo,0,30,M,3,Técnico/Tecnólogo,Desempleado,1390000.0,495.0,True,1,Android,5.0,184.8,0.013099773089571023
CR000950,CL00866,2025-05-01,Crédito consumo digital,1400000,9,0.024,175000,App,873,0.0681,Automática,Finalizado,0,32,M,3,Bachiller,Empleado,2570000.0,594.0,False,0,Android,7.0,189.7142857142857,0.012643114821587286
CR000951,CL00868,2026-03-03,Microcrédito,1500000,9,0.0427,204000,Aliado,861,0.0662,Automática,Activo,0,39,F,4,Bachiller,Empleado,3080000.0,587.0,True,0,Android,4.0,103.75,0.007093038349025469
CR000952,CL00869,2025-08-10,Crédito consumo digital,2400000,18,0.0388,188000,App,805,0.1279,Automática,Mora moderada,1,43,F,2,Bachiller,Independiente,1470000.0,473.0,True,1,Android,1.0,218.0,0.9379452656025452
CR000953,CL00870,2025-01-12,Microcrédito,2600000,9,0.0418,353000,App,847,0.1374,Automática,Mora moderada,1,56,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,547.0,True,2,Android,14.0,193.64285714285717,0.8246746285711849
CR000954,CL00870,2024-04-24,Microcrédito,1700000,6,0.045,330000,App,788,0.1284,Automática,Finalizado,0,56,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,547.0,True,2,Android,14.0,193.64285714285717,0.004338165396402063
CR000955,CL00871,2023-09-19,Crédito libre inversión,3600000,18,0.0325,267000,App,822,0.1658,Automática,Finalizado,0,34,M,3,Bachiller,Empleado,1610000.0,611.0,False,1,Android,2.0,119.5,0.03511048666112105
CR000956,CL00873,2025-12-14,Crédito consumo digital,2600000,6,0.0313,482000,App,845,0.1535,Automática,Mora severa,1,22,M,3,Bachiller,Empleado,3140000.0,551.0,True,0,iOS,4.0,138.75,0.979457993245179
CR000957,CL00874,2025-05-22,Crédito consumo digital,3700000,6,0.0268,676000,Web,900,0.1653,Automática,Finalizado,0,29,F,5,Sin información,Microempresario,4090000.0,716.0,False,1,Android,1.0,443.0,0.0028446016387558624
CR000958,CL00876,2025-09-04,Avance de nómina,1000000,12,0.0282,99000,App,887,0.0304,Automática,Activo,0,54,M,3,Universitario,Conductor/Repartidor,3260000.0,605.0,False,3,Web,11.0,165.63636363636363,0.004779546799403549
CR000959,CL00876,2025-10-28,Microcrédito,3950000,18,0.0349,299000,App,876,0.0917,Automática,Activo,0,54,M,3,Universitario,Conductor/Repartidor,3260000.0,605.0,False,3,Web,11.0,165.63636363636363,0.003670543523228614
CR000960,CL00877,2025-11-13,Crédito consumo digital,950000,6,0.0234,172000,App,748,0.1623,Automática,Mora moderada,1,31,F,1,Bachiller,Pensionado,1060000.0,498.0,False,4,Android,,,0.9003974830415065
CR000961,CL00877,2025-07-10,Crédito consumo digital,650000,12,0.0331,67000,App,811,0.0632,Automática,Activo,0,31,F,1,Bachiller,Pensionado,1060000.0,498.0,False,4,Android,,,0.005513391817549979
CR000962,CL00878,2025-05-07,Crédito consumo digital,400000,6,0.0285,73000,App,819,0.0408,Automática,Finalizado,0,38,F,3,Bachiller,Estudiante,1790000.0,594.0,True,3,Web,4.0,207.25,0.006225124421085338
CR000963,CL00879,2025-03-20,Microcrédito,2350000,6,0.035,441000,App,893,0.1267,Automática,Finalizado,0,36,M,4,Posgrado,Empleado,3480000.0,704.0,True,1,Android,8.0,109.25,0.007360643755945945
CR000964,CL00879,2025-04-19,Crédito consumo digital,1800000,18,0.0385,140000,App,900,0.0402,Automática,Activo,0,36,M,4,Posgrado,Empleado,3480000.0,704.0,True,1,Android,8.0,109.25,0.010899430323631403
CR000965,CL00881,2025-10-16,Microcrédito,950000,9,0.0431,130000,App,810,0.0605,Automática,Activo,0,61,F,4,Posgrado,Independiente,2150000.0,676.0,False,1,Android,,,0.003010601648566691
CR000966,CL00882,2024-12-23,Crédito consumo digital,2500000,6,0.0329,466000,App,900,0.1043,Automática,Finalizado,0,31,M,2,Universitario,Empleado,4470000.0,633.0,False,1,Android,4.0,210.75,0.006696250662333861
CR000967,CL00883,2025-03-30,Crédito consumo digital,400000,24,0.0267,23000,App,722,0.0365,Automática,Mora severa,1,31,F,3,Bachiller,Desempleado,630000.0,408.0,False,2,Android,4.0,114.0,0.9880425228225846
CR000968,CL00884,2025-08-20,Microcrédito,10450000,12,0.0259,1025000,Aliado,867,0.1795,Automática,Activo,0,46,M,2,Posgrado,Empleado,5710000.0,685.0,False,1,Android,7.0,226.0,0.0046052012486397535
CR000969,CL00886,2025-12-17,Crédito consumo digital,1100000,6,0.0297,203000,App,794,0.1586,Automática,Activo,0,54,F,4,Técnico/Tecnólogo,Estudiante,1280000.0,642.0,True,0,Web,3.0,236.0,0.004114312434212852
CR000970,CL00887,2026-01-27,Crédito consumo digital,950000,12,0.0375,100000,App,817,0.0439,Automática,Activo,0,42,F,2,Bachiller,Empleado,2280000.0,520.0,True,1,Web,4.0,227.25,0.006066329173102263
