cliente_id,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash
CL00698,2025-07-19,Tolima,Ibagué,23,M,2,Bachiller,Microempresario,2570000.0,Referido,639.0,True,3,Web,hash_161779
CL00699,2024-02-17,Antioquia,Medellín,45,F,2,Universitario,Comerciante,2170000.0,App orgánico,583.0,False,1,Android,hash_123814
CL00700,2024-06-12,Bogotá D.C.,Bogotá,34,M,5,Bachiller,Empleado,3050000.0,App orgánico,744.0,False,3,iOS,hash_543108
CL00701,2023-06-09,Tolima,Ibagué,31,M,6,Técnico/Tecnólogo,Estudiante,2570000.0,App orgánico,559.0,True,2,Android,hash_287213
CL00702,2023-04-11,Bogotá D.C.,Bogotá,46,M,2,Técnico/Tecnólogo,Independiente,2720000.0,Referido,694.0,False,1,iOS,hash_177001
CL00703,2025-11-30,Valle del Cauca,Cali,29,F,1,Bachiller,Empleado,2750000.0,App orgánico,534.0,False,0,Android,hash_297935
CL00704,2024-12-28,Bogotá D.C.,Bogotá,22,F,3,Universitario,Empleado,2570000.0,Referido,588.0,True,0,Android,hash_121536
CL00705,2023-08-24,Bogotá D.C.,Bogotá,20,M,3,Posgrado,Independiente,3440000.0,Referido,544.0,False,1,Android,hash_117352
CL00706,2024-06-27,Tolima,Ibagué,42,M,2,Bachiller,Independiente,1550000.0,App orgánico,552.0,False,3,Android,hash_412444
CL00707,2023-07-15,Cundinamarca,Soacha,23,M,2,Posgrado,Conductor/Repartidor,2000000.0,Campaña digital,510.0,False,0,Android,hash_750728
CL00708,2025-12-04,Antioquia,Medellín,54,F,3,Universitario,Microempresario,4720000.0,App orgánico,685.0,False,0,Android,hash_411847
CL00709,2024-08-31,Santander,Bucaramanga,19,F,4,Técnico/Tecnólogo,Comerciante,3420000.0,Campaña digital,501.0,True,4,Android,hash_440907
CL00710,2025-10-17,Valle del Cauca,Cali,53,F,3,Bachiller,Estudiante,1480000.0,Campaña digital,525.0,False,2,Android,hash_358989
CL00711,2023-08-26,Bogotá D.C.,Bogotá,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,Aliado comercial,686.0,False,1,Android,hash_434267
CL00712,2025-12-01,Antioquia,Medellín,35,F,3,Universitario,Empleado,6010000.0,Referido,767.0,False,2,Web,hash_746956
CL00713,2023-12-29,Antioquia,Medellín,31,F,5,Universitario,Empleado,5680000.0,App orgánico,716.0,False,1,Android,hash_521399
CL00714,2023-10-30,Bogotá D.C.,Bogotá,40,M,3,Universitario,Empleado,6330000.0,Aliado comercial,797.0,True,2,iOS,hash_356196
CL00715,2025-05-09,Bogotá D.C.,Bogotá,36,F,4,Técnico/Tecnólogo,Estudiante,970000.0,Campaña digital,614.0,False,3,Android,hash_797600
CL00716,2024-03-02,Meta,Villavicencio,47,F,5,Técnico/Tecnólogo,Microempresario,5730000.0,Aliado comercial,588.0,False,2,Android,hash_996020
CL00717,2023-04-30,Atlántico,Barranquilla,37,M,2,Bachiller,Desempleado,630000.0,Aliado comercial,492.0,False,0,Android,hash_478080
CL00718,2023-01-26,Bogotá D.C.,Bogotá,38,F,4,Universitario,Empleado,2660000.0,Referido,637.0,False,0,Android,hash_909721
CL00719,2025-10-02,Meta,Villavicencio,32,M,3,Universitario,Microempresario,2840000.0,App orgánico,697.0,True,0,Android,hash_811921
CL00720,2025-08-10,Atlántico,Barranquilla,35,M,5,Posgrado,Independiente,4220000.0,Campaña digital,644.0,False,1,Android,hash_197847
CL00721,2024-07-03,Antioquia,Medellín,39,F,4,Bachiller,Comerciante,2980000.0,App orgánico,556.0,False,1,Android,hash_840400
CL00722,2024-03-12,Cundinamarca,Soacha,19,M,3,Bachiller,Pensionado,2890000.0,Aliado comercial,567.0,True,0,iOS,hash_273441
CL00723,2023-12-28,Norte de Santander,Cúcuta,23,M,3,Técnico/Tecnólogo,Microempresario,4690000.0,App orgánico,569.0,True,2,Android,hash_754373
CL00724,2025-01-18,Bogotá D.C.,Bogotá,43,F,2,Bachiller,Empleado,4570000.0,Campaña digital,656.0,True,2,Web,hash_394772
CL00725,2023-05-29,Bogotá D.C.,Bogotá,38,F,5,Sin información,Independiente,3630000.0,App orgánico,676.0,False,0,iOS,hash_177952
CL00726,2024-05-16,Bogotá D.C.,Bogotá,34,F,5,Bachiller,Empleado,5970000.0,Campaña digital,782.0,True,1,Web,hash_745558
CL00727,2023-06-18,Cundinamarca,Soacha,36,F,2,Bachiller,Desempleado,600000.0,App orgánico,483.0,False,2,Android,hash_707769
CL00728,2025-11-11,Bogotá D.C.,Bogotá,39,M,3,Universitario,Pensionado,1520000.0,Referido,472.0,False,4,Android,hash_665109
CL00729,2025-10-14,Caldas,Manizales,31,M,3,Técnico/Tecnólogo,Empleado,2500000.0,Campaña digital,651.0,False,0,Web,hash_311470
CL00730,2023-10-28,Valle del Cauca,Cali,28,F,1,Bachiller,Comerciante,2540000.0,Referido,588.0,False,3,Android,hash_179711
CL00731,2025-09-17,Bogotá D.C.,Bogotá,38,M,3,Bachiller,Conductor/Repartidor,1560000.0,Referido,598.0,True,0,Web,hash_367800
CL00732,2024-05-25,Meta,Villavicencio,26,M,1,Universitario,Estudiante,710000.0,Campaña digital,449.0,True,0,Android,hash_554325
CL00733,2024-11-24,Meta,Villavicencio,40,F,1,Sin información,Empleado,2260000.0,Referido,485.0,False,3,iOS,hash_843537
CL00734,2023-02-05,Cundinamarca,Soacha,19,F,4,Técnico/Tecnólogo,Empleado,4960000.0,App orgánico,689.0,False,2,Android,hash_987687
CL00735,2023-03-19,Risaralda,Pereira,46,F,2,Universitario,Independiente,1800000.0,Referido,551.0,False,4,iOS,hash_304706
CL00736,2024-09-13,Antioquia,Medellín,41,F,5,Técnico/Tecnólogo,Empleado,4370000.0,Campaña digital,804.0,False,1,Android,hash_506656
CL00737,2023-10-27,Cundinamarca,Soacha,39,M,3,Posgrado,Estudiante,1470000.0,Aliado comercial,526.0,False,2,Android,hash_639006
CL00738,2023-02-26,Bogotá D.C.,Bogotá,46,F,3,Bachiller,Independiente,1550000.0,Campaña digital,627.0,False,0,Android,hash_603122
CL00739,2025-12-03,Norte de Santander,Cúcuta,53,M,5,Técnico/Tecnólogo,Empleado,4290000.0,Campaña digital,671.0,False,2,Android,hash_114629
CL00740,2025-10-25,Cundinamarca,Soacha,46,F,3,Bachiller,Independiente,3390000.0,Referido,562.0,True,0,Android,hash_532043
CL00741,2023-12-02,Antioquia,Medellín,19,F,2,Bachiller,Empleado,3090000.0,App orgánico,630.0,False,4,Android,hash_293201
CL00742,2026-01-01,Valle del Cauca,Cali,23,F,3,Bachiller,Microempresario,5920000.0,Campaña digital,705.0,False,4,Web,hash_334618
CL00743,2024-01-29,Caldas,Manizales,30,F,2,Universitario,Microempresario,2380000.0,Referido,526.0,True,0,iOS,hash_212168
CL00744,2024-12-18,Santander,Bucaramanga,36,M,2,Técnico/Tecnólogo,Empleado,1650000.0,Referido,508.0,True,1,Android,hash_258621
CL00745,2024-01-28,Antioquia,Medellín,41,M,2,Bachiller,Empleado,3330000.0,Campaña digital,647.0,False,0,Android,hash_273453
CL00746,2023-06-15,Risaralda,Pereira,29,F,4,Técnico/Tecnólogo,Microempresario,2720000.0,App orgánico,692.0,True,1,Android,hash_832068
CL00747,2025-12-02,Bogotá D.C.,Bogotá,38,M,4,Universitario,Independiente,1920000.0,Aliado comercial,452.0,False,1,iOS,hash_581891
CL00748,2024-03-07,Bogotá D.C.,Bogotá,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,App orgánico,483.0,False,2,iOS,hash_547822
CL00749,2025-02-05,Bogotá D.C.,Bogotá,30,F,3,Universitario,Estudiante,2060000.0,Referido,604.0,False,0,iOS,hash_871784
CL00750,2023-04-26,Valle del Cauca,Cali,22,M,6,Bachiller,Empleado,2570000.0,Campaña digital,674.0,True,1,Android,hash_555618
CL00751,2024-04-07,Antioquia,Medellín,27,M,3,Universitario,Microempresario,3790000.0,App orgánico,588.0,True,1,Android,hash_306604
CL00752,2025-05-23,Valle del Cauca,Cali,22,F,1,Bachiller,Independiente,2320000.0,Aliado comercial,550.0,False,2,iOS,hash_216905
CL00753,2025-12-04,Antioquia,Medellín,26,M,3,Universitario,Empleado,1680000.0,Campaña digital,550.0,False,1,Android,hash_492963
CL00754,2024-06-02,Cundinamarca,Soacha,47,F,3,Sin información,Independiente,2570000.0,Campaña digital,629.0,True,0,Android,hash_317544
CL00755,2023-01-20,Bolívar,Cartagena,27,F,3,Universitario,Comerciante,2370000.0,App orgánico,656.0,True,0,Android,hash_796403
CL00756,2024-12-12,Valle del Cauca,Cali,62,M,2,Técnico/Tecnólogo,Conductor/Repartidor,2660000.0,Campaña digital,619.0,False,4,Android,hash_753310
CL00757,2024-09-16,Santander,Bucaramanga,41,F,2,Bachiller,Empleado,2960000.0,Referido,663.0,True,0,iOS,hash_239244
CL00758,2024-01-16,Valle del Cauca,Cali,38,M,2,Sin información,Empleado,3390000.0,App orgánico,633.0,False,0,Android,hash_793278
CL00759,2024-08-15,Bogotá D.C.,Bogotá,27,M,3,Bachiller,Empleado,2990000.0,Aliado comercial,575.0,True,0,Android,hash_845870
CL00760,2025-10-03,Antioquia,Medellín,43,F,3,Universitario,Empleado,3390000.0,App orgánico,675.0,False,1,Android,hash_456936
CL00761,2024-08-11,Bogotá D.C.,Bogotá,30,F,2,Universitario,Empleado,3820000.0,Campaña digital,562.0,True,3,Android,hash_700807
CL00762,2025-06-28,Bogotá D.C.,Bogotá,37,M,2,Bachiller,Comerciante,3630000.0,App orgánico,532.0,True,2,iOS,hash_449529
CL00763,2024-03-02,Cundinamarca,Soacha,62,F,2,Técnico/Tecnólogo,Comerciante,4590000.0,App orgánico,688.0,False,1,Android,hash_753416
CL00764,2025-05-31,Bogotá D.C.,Bogotá,35,F,2,Bachiller,Independiente,2840000.0,Campaña digital,587.0,False,1,Android,hash_901555
CL00765,2024-05-08,Bogotá D.C.,Bogotá,47,M,2,Universitario,Conductor/Repartidor,1780000.0,Campaña digital,525.0,False,2,Android,hash_638908
CL00766,2023-10-23,Bogotá D.C.,Bogotá,29,F,2,Bachiller,Empleado,1760000.0,Call center,644.0,True,0,Android,hash_847590
CL00767,2024-11-13,Atlántico,Barranquilla,36,F,4,Sin información,Comerciante,2260000.0,Aliado comercial,566.0,False,2,iOS,hash_906675
CL00768,2023-10-17,Bogotá D.C.,Bogotá,54,F,2,Técnico/Tecnólogo,Empleado,3990000.0,App orgánico,721.0,True,2,Web,hash_402944
CL00769,2024-08-10,Bogotá D.C.,Bogotá,30,M,2,Bachiller,Conductor/Repartidor,1170000.0,Aliado comercial,401.0,False,0,Android,hash_569045
CL00770,2024-02-20,Valle del Cauca,Cali,54,F,3,Bachiller,Conductor/Repartidor,2130000.0,Aliado comercial,525.0,False,1,Android,hash_613909
CL00771,2023-06-07,Atlántico,Barranquilla,43,F,2,Sin información,Empleado,2000000.0,App orgánico,550.0,False,1,Android,hash_441147
CL00772,2023-11-30,Tolima,Ibagué,30,M,2,Sin información,Independiente,2780000.0,Aliado comercial,543.0,False,4,Android,hash_797105
CL00773,2025-10-06,Valle del Cauca,Cali,42,F,4,Bachiller,Independiente,2180000.0,Aliado comercial,625.0,False,1,Android,hash_176693
CL00774,2025-12-21,Tolima,Ibagué,46,M,4,Universitario,Desempleado,1530000.0,Aliado comercial,519.0,False,0,Web,hash_948158
CL00775,2025-10-15,Valle del Cauca,Cali,42,M,3,Universitario,Estudiante,830000.0,Call center,450.0,True,0,Android,hash_540769
CL00776,2024-01-10,Meta,Villavicencio,20,F,3,Técnico/Tecnólogo,Microempresario,2330000.0,Referido,566.0,False,1,Android,hash_770740
CL00777,2024-05-29,Norte de Santander,Cúcuta,29,M,1,Posgrado,Empleado,3760000.0,Campaña digital,694.0,False,4,Android,hash_866781
CL00778,2024-09-06,Bogotá D.C.,Bogotá,34,M,2,Sin información,Microempresario,3980000.0,App orgánico,627.0,False,1,Android,hash_343758
CL00779,2025-07-27,Atlántico,Barranquilla,35,F,3,Bachiller,Microempresario,3810000.0,Referido,712.0,False,0,Android,hash_518277
CL00780,2025-12-01,Antioquia,Medellín,42,M,1,Bachiller,Comerciante,1570000.0,Aliado comercial,580.0,True,1,iOS,hash_620724
CL00781,2024-12-10,Antioquia,Medellín,38,F,1,Sin información,Independiente,2570000.0,App orgánico,507.0,True,2,Android,hash_680609
CL00782,2023-09-01,Bogotá D.C.,Bogotá,23,M,3,Universitario,Independiente,2570000.0,Referido,568.0,False,2,Android,hash_119192
CL00783,2025-03-14,Bogotá D.C.,Bogotá,40,F,5,Bachiller,Empleado,6040000.0,Aliado comercial,748.0,False,0,Android,hash_994387
CL00784,2025-09-06,Tolima,Ibagué,42,M,1,Bachiller,Empleado,2250000.0,Call center,579.0,False,0,Android,hash_407311
CL00785,2024-06-21,Cundinamarca,Soacha,42,M,6,Bachiller,Comerciante,3070000.0,Call center,709.0,False,3,Android,hash_866355
CL00786,2024-04-10,Caldas,Manizales,47,F,4,Bachiller,Comerciante,3460000.0,App orgánico,674.0,True,0,Android,hash_968480
CL00787,2025-08-28,Valle del Cauca,Cali,44,M,2,Universitario,Empleado,3670000.0,Referido,587.0,False,4,iOS,hash_833771
CL00788,2023-03-08,Santander,Bucaramanga,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,Referido,649.0,True,1,iOS,hash_895707
CL00789,2024-03-28,Bogotá D.C.,Bogotá,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,Campaña digital,627.0,False,1,iOS,hash_635452
CL00790,2024-02-05,Bogotá D.C.,Bogotá,19,F,4,Posgrado,Independiente,4000000.0,Aliado comercial,564.0,True,2,Android,hash_711889
CL00791,2025-06-30,Meta,Villavicencio,40,M,2,Universitario,Conductor/Repartidor,1640000.0,App orgánico,450.0,False,0,Web,hash_474684
CL00792,2024-07-26,Valle del Cauca,Cali,38,M,2,Posgrado,Empleado,3360000.0,App orgánico,574.0,False,3,Android,hash_833709
CL00793,2024-05-19,Valle del Cauca,Cali,39,M,3,Universitario,Empleado,4010000.0,Call center,794.0,True,2,iOS,hash_526542
CL00794,2024-03-29,Bogotá D.C.,Bogotá,23,M,2,Técnico/Tecnólogo,Empleado,5000000.0,Campaña digital,670.0,True,0,iOS,hash_858339
CL00795,2024-08-29,Tolima,Ibagué,25,M,4,Técnico/Tecnólogo,Empleado,2720000.0,Campaña digital,521.0,True,1,Android,hash_141559
CL00796,2025-06-01,Bogotá D.C.,Bogotá,47,M,1,Bachiller,Empleado,2570000.0,Campaña digital,507.0,False,0,iOS,hash_265426
CL00797,2023-03-21,Bogotá D.C.,Bogotá,36,M,1,Universitario,Empleado,1470000.0,Aliado comercial,504.0,False,2,Android,hash_298453
CL00798,2024-08-05,Bolívar,Cartagena,43,M,2,Posgrado,Independiente,1590000.0,Call center,548.0,False,0,Android,hash_344955
CL00799,2024-03-08,Meta,Villavicencio,36,M,4,Bachiller,Pensionado,1990000.0,Referido,577.0,False,0,iOS,hash_926064
CL00800,2023-09-03,Bogotá D.C.,Bogotá,36,M,3,Bachiller,Independiente,2560000.0,Campaña digital,661.0,False,0,Android,hash_893480
CL00801,2023-05-18,Bogotá D.C.,Bogotá,45,M,1,Universitario,Pensionado,800000.0,Campaña digital,489.0,True,0,iOS,hash_186728
CL00802,2023-11-03,Antioquia,Medellín,31,M,2,Bachiller,Empleado,2200000.0,Campaña digital,578.0,False,0,Android,hash_118225
CL00803,2025-06-04,Bolívar,Cartagena,17,F,3,Bachiller,Pensionado,1220000.0,Campaña digital,452.0,False,2,Android,hash_171519
CL00804,2025-03-20,Antioquia,Medellín,31,M,4,Universitario,Microempresario,4020000.0,Campaña digital,588.0,False,0,iOS,hash_299307
CL00805,2024-06-14,Caldas,Manizales,32,M,3,Bachiller,Independiente,3760000.0,Aliado comercial,607.0,True,1,Android,hash_211315
CL00806,2024-02-16,Bogotá D.C.,Bogotá,33,F,5,Técnico/Tecnólogo,Independiente,2990000.0,App orgánico,687.0,False,0,Android,hash_992284
CL00807,2024-06-02,Tolima,Ibagué,38,M,4,Bachiller,Empleado,4540000.0,App orgánico,588.0,False,0,Android,hash_163805
CL00808,2023-08-07,Valle del Cauca,Cali,31,F,3,Técnico/Tecnólogo,Empleado,3740000.0,Campaña digital,567.0,False,0,Android,hash_590492
CL00809,2023-09-02,Antioquia,Medellín,49,M,3,Bachiller,Empleado,4080000.0,Referido,605.0,False,3,Android,hash_836332
CL00810,2025-06-05,Cundinamarca,Soacha,27,F,2,Universitario,Empleado,3890000.0,Call center,584.0,False,1,Android,hash_907984
CL00811,2025-03-19,Antioquia,Medellín,34,F,4,Bachiller,Independiente,3580000.0,Campaña digital,616.0,True,2,Android,hash_504593
CL00812,2025-02-22,Bogotá D.C.,Bogotá,82,M,2,Universitario,Independiente,1300000.0,App orgánico,555.0,False,1,Android,hash_989192
CL00813,2025-11-18,Atlántico,Barranquilla,50,M,3,Universitario,Independiente,3990000.0,App orgánico,698.0,False,1,iOS,hash_557199
CL00814,2024-12-24,Santander,Bucaramanga,38,M,3,Técnico/Tecnólogo,Comerciante,1890000.0,App orgánico,476.0,True,4,Android,hash_837667
CL00815,2023-02-24,Santander,Bucaramanga,46,F,3,Posgrado,Independiente,3660000.0,App orgánico,685.0,True,0,Android,hash_386981
CL00816,2024-09-07,Bogotá D.C.,Bogotá,21,M,3,Bachiller,Conductor/Repartidor,2130000.0,Aliado comercial,616.0,False,3,iOS,hash_355628
CL00817,2023-05-22,Bogotá D.C.,Bogotá,17,F,3,Técnico/Tecnólogo,Empleado,1930000.0,Referido,559.0,False,1,iOS,hash_922685
CL00818,2023-06-08,Risaralda,Pereira,45,F,3,Posgrado,Independiente,2120000.0,Referido,522.0,False,3,Android,hash_470719
CL00819,2024-03-20,Bogotá D.C.,Bogotá,37,M,3,Bachiller,Empleado,2530000.0,Campaña digital,609.0,True,0,iOS,hash_589620
CL00820,2025-07-31,Santander,Bucaramanga,47,F,3,Sin información,Comerciante,2470000.0,Referido,639.0,False,1,Android,hash_459579
CL00821,2024-03-08,Santander,Bucaramanga,31,F,4,Bachiller,Independiente,2200000.0,App orgánico,598.0,False,3,Android,hash_905809
CL00822,2023-07-25,Bogotá D.C.,Bogotá,50,M,3,Bachiller,Independiente,2570000.0,Campaña digital,625.0,True,0,Android,hash_328252
CL00823,2025-12-16,Santander,Bucaramanga,59,M,3,Universitario,Pensionado,1520000.0,Campaña digital,562.0,True,1,Android,hash_563378
CL00824,2024-11-24,Meta,Villavicencio,32,M,1,Posgrado,Desempleado,600000.0,App orgánico,469.0,False,0,iOS,hash_326392
CL00825,2024-09-02,Antioquia,Medellín,32,F,3,Posgrado,Empleado,2470000.0,App orgánico,514.0,False,0,Android,hash_238148
CL00826,2025-10-31,Bogotá D.C.,Bogotá,51,M,4,Posgrado,Pensionado,1880000.0,App orgánico,594.0,True,1,Android,hash_797499
CL00827,2024-10-12,Valle del Cauca,Cali,52,F,2,Bachiller,Empleado,4080000.0,Call center,777.0,False,2,Android,hash_904402
CL00828,2023-12-19,Valle del Cauca,Cali,31,F,4,Universitario,Independiente,2710000.0,Aliado comercial,494.0,False,2,Web,hash_306337
CL00829,2023-11-15,Bogotá D.C.,Bogotá,32,F,2,Bachiller,Pensionado,1610000.0,App orgánico,451.0,False,2,Android,hash_316585
CL00830,2024-02-18,Tolima,Ibagué,33,M,2,Posgrado,Empleado,1920000.0,Campaña digital,376.0,True,0,iOS,hash_793431
CL00831,2023-04-27,Norte de Santander,Cúcuta,23,F,1,Bachiller,Empleado,4070000.0,App orgánico,586.0,False,0,iOS,hash_544629
CL00832,2023-06-23,Norte de Santander,Cúcuta,27,F,3,Técnico/Tecnólogo,Microempresario,3020000.0,App orgánico,605.0,False,3,Android,hash_800924
CL00833,2023-09-27,Bolívar,Cartagena,26,F,3,Técnico/Tecnólogo,Independiente,2660000.0,Referido,683.0,True,1,Android,hash_616656
CL00834,2025-12-23,Santander,Bucaramanga,28,M,2,Técnico/Tecnólogo,Independiente,2500000.0,Referido,559.0,False,0,Android,hash_224109
CL00835,2024-08-19,Bogotá D.C.,Bogotá,36,M,3,Sin información,Independiente,2370000.0,Aliado comercial,576.0,False,2,Android,hash_649721
CL00836,2025-04-01,Antioquia,Medellín,38,M,3,Universitario,Estudiante,1390000.0,App orgánico,510.0,False,4,Android,hash_799545
CL00837,2025-01-04,Cundinamarca,Soacha,52,F,2,Bachiller,Independiente,2190000.0,App orgánico,589.0,False,2,iOS,hash_688330
CL00838,2024-03-22,Atlántico,Barranquilla,26,F,2,Bachiller,Conductor/Repartidor,2550000.0,App orgánico,517.0,False,2,Android,hash_946801
CL00839,2024-01-27,Bogotá D.C.,Bogotá,46,M,4,Sin información,Empleado,2390000.0,Aliado comercial,610.0,True,0,Android,hash_174300
CL00840,2025-07-02,Valle del Cauca,Cali,34,M,2,Bachiller,Empleado,2500000.0,Aliado comercial,517.0,True,0,Android,hash_728422
CL00841,2025-10-06,Bogotá D.C.,Bogotá,36,F,6,Bachiller,Empleado,6720000.0,App orgánico,841.0,True,0,Android,hash_239648
CL00842,2024-08-21,Bogotá D.C.,Bogotá,43,M,4,Técnico/Tecnólogo,Independiente,2570000.0,App orgánico,565.0,False,1,Android,hash_878985
CL00843,2024-11-12,Bogotá D.C.,Bogotá,25,F,2,Sin información,Empleado,2080000.0,App orgánico,528.0,True,0,iOS,hash_599302
CL00844,2023-12-05,Bogotá D.C.,Bogotá,40,M,1,Sin información,Conductor/Repartidor,2240000.0,Call center,574.0,True,2,Android,hash_351131
CL00845,2025-09-17,Atlántico,Barranquilla,38,F,4,Posgrado,Estudiante,1370000.0,Referido,565.0,False,1,Android,hash_304463
CL00846,2025-04-12,Bogotá D.C.,Bogotá,41,F,2,Bachiller,Empleado,1590000.0,Call center,588.0,False,1,Android,hash_525615
CL00847,2024-12-05,Antioquia,Medellín,39,F,2,Técnico/Tecnólogo,Comerciante,2570000.0,App orgánico,553.0,False,4,Android,hash_301513
CL00848,2023-01-22,Bogotá D.C.,Bogotá,61,F,4,Universitario,Empleado,2570000.0,Referido,681.0,False,0,Android,hash_802166
CL00849,2025-08-06,Bogotá D.C.,Bogotá,30,M,3,Técnico/Tecnólogo,Independiente,2180000.0,Referido,537.0,False,0,Android,hash_260887
CL00850,2025-10-09,Bogotá D.C.,Bogotá,31,F,3,Universitario,Empleado,3030000.0,Aliado comercial,590.0,False,0,Android,hash_208345
CL00851,2023-03-26,Bogotá D.C.,Bogotá,30,F,2,Sin información,Empleado,2730000.0,Campaña digital,513.0,True,0,Android,hash_232316
CL00852,2025-06-20,Cundinamarca,Soacha,30,F,5,Bachiller,Empleado,7650000.0,Referido,821.0,True,0,Android,hash_814967
CL00853,2025-07-15,Cundinamarca,Soacha,30,M,2,Bachiller,Independiente,1890000.0,App orgánico,567.0,True,1,iOS,hash_892976
CL00854,2024-04-11,Bolívar,Cartagena,48,F,3,Sin información,Pensionado,1770000.0,Campaña digital,561.0,True,2,Android,hash_859510
CL00855,2025-05-31,Norte de Santander,Cúcuta,50,M,6,Bachiller,Empleado,2570000.0,Aliado comercial,715.0,False,0,Web,hash_892332
CL00856,2025-01-14,Santander,Bucaramanga,30,M,1,Sin información,Conductor/Repartidor,1590000.0,Campaña digital,493.0,False,2,Web,hash_887069
CL00857,2025-12-19,Bogotá D.C.,Bogotá,28,M,3,Sin información,Independiente,1610000.0,Campaña digital,496.0,False,0,Android,hash_228773
CL00858,2023-06-02,Risaralda,Pereira,41,M,2,Universitario,Independiente,3760000.0,Referido,635.0,False,0,iOS,hash_888297
CL00859,2024-12-26,Antioquia,Medellín,30,F,4,Bachiller,Empleado,6890000.0,App orgánico,778.0,True,1,Android,hash_782083
CL00860,2025-05-02,Bogotá D.C.,Bogotá,42,M,1,Bachiller,Empleado,1370000.0,App orgánico,549.0,False,1,iOS,hash_147565
CL00861,2023-12-18,Bogotá D.C.,Bogotá,38,M,3,Bachiller,Pensionado,2270000.0,App orgánico,588.0,False,0,Web,hash_495037
CL00862,2024-06-27,Santander,Bucaramanga,21,M,2,Bachiller,Comerciante,3560000.0,Referido,705.0,False,1,Android,hash_637426
CL00863,2023-10-17,Norte de Santander,Cúcuta,51,F,3,Bachiller,Empleado,2410000.0,Referido,674.0,False,1,iOS,hash_591592
CL00864,2025-12-19,Bogotá D.C.,Bogotá,54,F,1,Bachiller,Empleado,3900000.0,Campaña digital,583.0,False,2,Android,hash_549158
CL00865,2024-09-10,Risaralda,Pereira,30,M,3,Técnico/Tecnólogo,Desempleado,1390000.0,Aliado comercial,495.0,True,1,Android,hash_730734
CL00866,2024-04-03,Tolima,Ibagué,32,M,3,Bachiller,Empleado,2570000.0,Aliado comercial,594.0,False,0,Android,hash_534171
CL00867,2025-10-10,Bolívar,Cartagena,39,M,1,Universitario,Comerciante,2260000.0,Campaña digital,622.0,False,4,Android,hash_156795
CL00868,2024-12-27,Antioquia,Medellín,39,F,4,Bachiller,Empleado,3080000.0,Campaña digital,587.0,True,0,Android,hash_738100
CL00869,2025-07-16,Bogotá D.C.,Bogotá,43,F,2,Bachiller,Independiente,1470000.0,App orgánico,473.0,True,1,Android,hash_459523
CL00870,2023-08-05,Santander,Bucaramanga,56,M,3,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,App orgánico,547.0,True,2,Android,hash_501365
CL00871,2023-05-19,Antioquia,Medellín,34,M,3,Bachiller,Empleado,1610000.0,Campaña digital,611.0,False,1,Android,hash_106798
CL00872,2023-01-20,Bogotá D.C.,Bogotá,28,M,3,Técnico/Tecnólogo,Empleado,2890000.0,Aliado comercial,651.0,False,2,Android,hash_995600
CL00873,2024-11-12,Bogotá D.C.,Bogotá,22,M,3,Bachiller,Empleado,3140000.0,Referido,551.0,True,0,iOS,hash_767550
CL00874,2024-11-07,Santander,Bucaramanga,29,F,5,Sin información,Microempresario,4090000.0,Campaña digital,716.0,False,1,Android,hash_805126
CL00875,2024-06-29,Antioquia,Medellín,36,F,5,Técnico/Tecnólogo,Independiente,4470000.0,Referido,609.0,False,0,Android,hash_782851
CL00876,2025-04-18,Risaralda,Pereira,54,M,3,Universitario,Conductor/Repartidor,3260000.0,Campaña digital,605.0,False,3,Web,hash_634328
CL00877,2026-01-18,Bogotá D.C.,Bogotá,31,F,1,Bachiller,Pensionado,1060000.0,Campaña digital,498.0,False,4,Android,hash_609090
CL00878,2023-07-18,Santander,Bucaramanga,38,F,3,Bachiller,Estudiante,1790000.0,Campaña digital,594.0,True,3,Web,hash_371698
CL00879,2024-04-06,Atlántico,Barranquilla,36,M,4,Posgrado,Empleado,3480000.0,App orgánico,704.0,True,1,Android,hash_510685
CL00880,2024-02-05,Antioquia,Medellín,48,M,1,Sin información,Desempleado,550000.0,App orgánico,537.0,False,0,Android,hash_861319
CL00881,2026-01-14,Cundinamarca,Soacha,61,F,4,Posgrado,Independiente,2150000.0,Referido,676.0,False,1,Android,hash_204448
CL00882,2023-05-20,Bogotá D.C.,Bogotá,31,M,2,Universitario,Empleado,4470000.0,Campaña digital,633.0,False,1,Android,hash_648349
CL00883,2023-07-26,Antioquia,Medellín,31,F,3,Bachiller,Desempleado,630000.0,Campaña digital,408.0,False,2,Android,hash_132882
CL00884,2023-05-29,Santander,Bucaramanga,46,M,2,Posgrado,Empleado,5710000.0,Campaña digital,685.0,False,1,Android,hash_508039
CL00885,2025-09-17,Bogotá D.C.,Bogotá,43,F,5,Posgrado,Conductor/Repartidor,4460000.0,Referido,640.0,False,1,Android,hash_534166
CL00886,2025-09-27,Antioquia,Medellín,54,F,4,Técnico/Tecnólogo,Estudiante,1280000.0,Referido,642.0,True,0,Web,hash_778627
