credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,riesgo_mora_30,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,total_eventos_pre,duracion_promedio_pre
CR000753,CL00680,2025-09-20,Crédito libre inversión,3200000,9,0.0238,399000,App,791,0.1462,Automática,Mora moderada,1,49,M,4,Bachiller,Conductor/Repartidor,2730000.0,594.0,False,1,Android,11.0,125.18181818181819
CR000754,CL00682,2026-01-05,Crédito libre inversión,7200000,12,0.0198,680000,Web,794,0.1809,Automática,Activo,0,25,F,3,Bachiller,Empleado,3760000.0,669.0,True,0,Android,3.0,109.0
CR000755,CL00683,2025-06-02,Microcrédito,1450000,3,0.0364,519000,App,819,0.2437,Automática,Finalizado,0,31,F,1,Sin información,Empleado,2130000.0,552.0,True,2,Android,9.0,118.44444444444444
CR000756,CL00685,2024-11-19,Avance de nómina,1050000,6,0.0205,188000,Web,789,0.1182,Automática,Mora severa,1,24,M,1,Técnico/Tecnólogo,Comerciante,1590000.0,465.0,False,0,Android,3.0,90.66666666666667
CR000757,CL00687,2025-09-12,Crédito libre inversión,4950000,3,0.0301,1750000,Web,900,0.5087,Manual,Mora severa,1,34,M,3,Bachiller,Independiente,3440000.0,695.0,False,0,Web,9.0,121.44444444444444
CR000758,CL00688,2026-02-11,Microcrédito,4450000,9,0.0265,562000,Web,900,0.0914,Automática,Activo,0,32,M,4,Posgrado,Empleado,6150000.0,706.0,True,3,Android,8.0,174.0
CR000759,CL00689,2026-01-06,Crédito consumo digital,1800000,6,0.0367,340000,App,900,0.0688,Automática,Activo,0,43,F,2,Bachiller,Comerciante,4940000.0,608.0,True,0,Android,8.0,162.125
CR000760,CL00690,2025-02-01,Crédito libre inversión,4200000,12,0.0175,391000,App,748,0.1975,Automática,Finalizado,0,40,M,2,Universitario,Microempresario,1980000.0,539.0,False,3,iOS,,
CR000761,CL00691,2026-02-26,Avance de nómina,1400000,6,0.0318,260000,App,840,0.0823,Automática,Activo,0,32,M,2,Técnico/Tecnólogo,Empleado,3160000.0,644.0,True,2,Web,22.0,156.5909090909091
CR000762,CL00691,2025-09-18,Avance de nómina,400000,3,0.0234,140000,Web,850,0.0443,Automática,Finalizado,0,32,M,2,Técnico/Tecnólogo,Empleado,3160000.0,644.0,True,2,Web,22.0,156.5909090909091
CR000763,CL00691,2025-12-19,Crédito consumo digital,1950000,6,0.0255,355000,Aliado,807,0.1123,Automática,Activo,0,32,M,2,Técnico/Tecnólogo,Empleado,3160000.0,644.0,True,2,Web,22.0,156.5909090909091
CR000764,CL00692,2025-08-16,Crédito consumo digital,4300000,12,0.0369,450000,App,819,0.1475,Automática,Activo,0,48,M,2,Universitario,Empleado,3050000.0,587.0,True,2,Android,7.0,140.42857142857142
CR000765,CL00692,2026-03-11,Microcrédito,4550000,12,0.0411,488000,Web,788,0.16,Automática,Activo,0,48,M,2,Universitario,Empleado,3050000.0,587.0,True,2,Android,7.0,140.42857142857142
CR000766,CL00693,2025-05-21,Crédito consumo digital,3850000,9,0.0226,477000,App,745,0.1463,Automática,Finalizado,0,25,F,3,Técnico/Tecnólogo,Independiente,3260000.0,550.0,False,0,iOS,,
CR000767,CL00694,2024-01-19,Crédito consumo digital,900000,9,0.038,120000,Aliado,786,0.0656,Automática,Finalizado,0,42,M,2,Sin información,Pensionado,1830000.0,526.0,True,1,iOS,2.0,212.0
CR000768,CL00695,2024-12-06,Microcrédito,1100000,18,0.0294,80000,Call center,763,0.0497,Automática,Mora moderada,1,42,No informa,3,Bachiller,Empleado,1610000.0,485.0,False,0,Web,5.0,118.4
CR000769,CL00696,2025-02-13,Crédito libre inversión,4800000,12,0.0226,461000,Web,900,0.1368,Automática,Finalizado,0,33,M,5,Técnico/Tecnólogo,Independiente,3370000.0,654.0,False,3,Android,1.0,186.0
CR000770,CL00696,2024-10-01,Crédito libre inversión,4700000,12,0.029,469000,Aliado,876,0.1392,Automática,Mora moderada,1,33,M,5,Técnico/Tecnólogo,Independiente,3370000.0,654.0,False,3,Android,1.0,186.0
CR000771,CL00697,2025-01-27,Microcrédito,7850000,12,0.032,798000,App,900,0.1213,Automática,Mora moderada,1,39,M,6,Universitario,Comerciante,6580000.0,809.0,False,1,Android,5.0,99.0
CR000772,CL00698,2025-10-13,Crédito consumo digital,650000,12,0.03,65000,Aliado,880,0.0253,Automática,Activo,0,23,M,2,Bachiller,Microempresario,2570000.0,639.0,True,3,Web,,
CR000773,CL00699,2025-09-23,Microcrédito,5550000,6,0.0423,1067000,Aliado,771,0.4917,Manual,Mora moderada,1,45,F,2,Universitario,Comerciante,2170000.0,583.0,False,1,Android,11.0,215.9090909090909
CR000774,CL00700,2024-12-16,Avance de nómina,1650000,18,0.0277,118000,Aliado,877,0.0387,Automática,Activo,0,34,M,5,Bachiller,Empleado,3050000.0,744.0,False,3,iOS,2.0,100.5
CR000775,CL00701,2025-04-25,Crédito consumo digital,2300000,9,0.0276,292000,App,776,0.1136,Automática,Finalizado,0,31,M,6,Técnico/Tecnólogo,Estudiante,2570000.0,559.0,True,2,Android,4.0,210.5
CR000776,CL00702,2024-10-04,Crédito consumo digital,1150000,6,0.0288,211000,Call center,900,0.0776,Automática,Finalizado,0,46,M,2,Técnico/Tecnólogo,Independiente,2720000.0,694.0,False,1,iOS,3.0,260.6666666666667
CR000777,CL00703,2026-01-18,Microcrédito,950000,24,0.0405,63000,App,755,0.0229,Automática,Activo,0,29,F,1,Bachiller,Empleado,2750000.0,534.0,False,0,Android,4.0,143.25
CR000778,CL00704,2025-06-25,Crédito consumo digital,950000,6,0.0276,174000,App,609,0.0677,Manual,Finalizado,0,22,F,3,Universitario,Empleado,2570000.0,588.0,True,0,Android,6.0,76.16666666666667
CR000779,CL00705,2025-01-10,Microcrédito,1800000,6,0.0356,338000,Web,792,0.0983,Automática,Mora moderada,1,20,M,3,Posgrado,Independiente,3440000.0,544.0,False,1,Android,2.0,56.0
CR000780,CL00706,2025-05-14,Crédito libre inversión,1500000,3,0.033,533000,Aliado,850,0.3439,Automática,Finalizado,0,42,M,2,Bachiller,Independiente,1550000.0,552.0,False,3,Android,6.0,159.16666666666666
CR000781,CL00707,2025-11-10,Avance de nómina,1450000,6,0.0254,264000,App,786,0.132,Automática,Activo,0,23,M,2,Posgrado,Conductor/Repartidor,2000000.0,510.0,False,0,Android,8.0,218.0
CR000782,CL00708,2025-12-17,Crédito consumo digital,2500000,24,0.0379,160000,Aliado,900,0.0339,Automática,Activo,0,54,F,3,Universitario,Microempresario,4720000.0,685.0,False,0,Android,1.0,107.0
CR000783,CL00709,2025-05-03,Crédito consumo digital,1500000,18,0.0228,102000,Aliado,785,0.0298,Automática,Mora moderada,1,19,F,4,Técnico/Tecnólogo,Comerciante,3420000.0,501.0,True,4,Android,9.0,156.22222222222223
CR000784,CL00710,2025-09-28,Crédito consumo digital,450000,6,0.0269,82000,Web,722,0.0554,Automática,Finalizado,0,53,F,3,Bachiller,Estudiante,1480000.0,525.0,False,2,Android,7.0,232.85714285714286
CR000785,CL00710,2026-02-21,Crédito consumo digital,1000000,12,0.0253,98000,App,757,0.0662,Automática,Activo,0,53,F,3,Bachiller,Estudiante,1480000.0,525.0,False,2,Android,7.0,232.85714285714286
CR000786,CL00711,2025-04-11,Avance de nómina,500000,3,0.0199,173000,Aliado,890,0.0558,Automática,Finalizado,0,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,686.0,False,1,Android,25.0,118.56
CR000787,CL00711,2024-09-28,Microcrédito,3250000,12,0.0432,353000,Aliado,844,0.1139,Automática,Finalizado,0,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,686.0,False,1,Android,25.0,118.56
CR000788,CL00711,2025-02-24,Crédito libre inversión,1550000,6,0.0199,277000,App,893,0.0894,Automática,Finalizado,0,38,M,6,Técnico/Tecnólogo,Independiente,3100000.0,686.0,False,1,Android,25.0,118.56
CR000789,CL00712,2026-03-02,Crédito consumo digital,3550000,18,0.034,267000,App,900,0.0444,Automática,Activo,0,35,F,3,Universitario,Empleado,6010000.0,767.0,False,2,Web,2.0,72.0
CR000790,CL00713,2024-03-26,Microcrédito,7200000,3,0.0305,2548000,Web,893,0.4486,Manual,Finalizado,0,31,F,5,Universitario,Empleado,5680000.0,716.0,False,1,Android,,
CR000791,CL00714,2024-06-13,Crédito consumo digital,4550000,12,0.0319,462000,Aliado,900,0.073,Automática,Finalizado,0,40,M,3,Universitario,Empleado,6330000.0,797.0,True,2,iOS,4.0,118.5
CR000792,CL00715,2025-10-04,Crédito libre inversión,800000,24,0.0323,48000,App,843,0.0495,Automática,Activo,0,36,F,4,Técnico/Tecnólogo,Estudiante,970000.0,614.0,False,3,Android,16.0,147.0625
CR000793,CL00715,2026-03-30,Avance de nómina,400000,3,0.031,142000,App,785,0.1464,Automática,Activo,0,36,F,4,Técnico/Tecnólogo,Estudiante,970000.0,614.0,False,3,Android,16.0,147.0625
CR000794,CL00716,2025-07-19,Microcrédito,14850000,12,0.0339,1527000,Web,616,0.2665,Manual,Activo,0,47,F,5,Técnico/Tecnólogo,Microempresario,5730000.0,588.0,False,2,Android,5.0,180.6
CR000795,CL00718,2025-02-05,Crédito libre inversión,5100000,18,0.0185,336000,Web,900,0.1263,Automática,Activo,0,38,F,4,Universitario,Empleado,2660000.0,637.0,False,0,Android,6.0,170.83333333333334
CR000796,CL00719,2025-12-05,Crédito libre inversión,3000000,6,0.028,550000,App,900,1.8,Automática,Mora moderada,1,32,M,3,Universitario,Microempresario,2840000.0,697.0,True,0,Android,,
CR000797,CL00720,2026-03-17,Crédito libre inversión,6400000,12,0.023,616000,Aliado,888,0.146,Automática,Activo,0,35,M,5,Posgrado,Independiente,4220000.0,644.0,False,1,Android,8.0,222.125
CR000798,CL00722,2024-08-13,Microcrédito,2650000,9,0.0418,359000,Call center,703,1.2,Automática,Mora severa,1,19,M,3,Bachiller,Pensionado,2890000.0,567.0,True,0,iOS,9.0,229.66666666666666
CR000799,CL00722,2024-12-08,Microcrédito,3150000,9,0.0381,420000,Call center,900,0.1453,Automática,Mora moderada,1,19,M,3,Bachiller,Pensionado,2890000.0,567.0,True,0,iOS,9.0,229.66666666666666
CR000800,CL00723,2024-05-10,Microcrédito,2500000,6,0.0317,464000,App,882,0.0989,Automática,Mora severa,1,23,M,3,Técnico/Tecnólogo,Microempresario,4690000.0,569.0,True,2,Android,,
CR000801,CL00724,2025-12-06,Crédito libre inversión,11050000,18,0.0195,734000,Aliado,900,0.1606,Automática,Activo,0,43,F,2,Bachiller,Empleado,4570000.0,656.0,True,2,Web,8.0,155.625
CR000802,CL00724,2025-10-20,Crédito consumo digital,3350000,9,0.0312,433000,App,900,0.0947,Automática,Activo,0,43,F,2,Bachiller,Empleado,4570000.0,656.0,True,2,Web,8.0,155.625
CR000803,CL00727,2024-07-16,Crédito consumo digital,350000,9,0.0258,44000,App,739,0.0733,Automática,Finalizado,0,36,F,2,Bachiller,Desempleado,600000.0,483.0,False,2,Android,2.0,290.5
CR000804,CL00728,2025-12-01,Crédito consumo digital,1800000,6,0.0205,322000,App,704,0.2118,Automática,Mora moderada,1,39,M,3,Universitario,Pensionado,1520000.0,472.0,False,4,Android,2.0,70.5
CR000805,CL00729,2025-10-31,Microcrédito,2350000,9,0.0252,295000,App,819,0.118,Automática,Activo,0,31,M,3,Técnico/Tecnólogo,Empleado,2500000.0,651.0,False,0,Web,1.0,56.0
CR000806,CL00730,2025-04-23,Crédito consumo digital,2600000,12,0.0203,246000,App,545,0.0969,Manual,Finalizado,0,28,F,1,Bachiller,Comerciante,2540000.0,588.0,False,3,Android,4.0,354.5
CR000807,CL00731,2025-12-24,Crédito consumo digital,1350000,3,0.0224,470000,App,837,0.3013,Automática,Finalizado,0,38,M,3,Bachiller,Conductor/Repartidor,1560000.0,598.0,True,0,Web,3.0,200.33333333333334
CR000808,CL00732,2026-03-19,Avance de nómina,250000,3,0.0311,89000,App,747,0.1254,Automática,Activo,0,26,M,1,Universitario,Estudiante,710000.0,449.0,True,0,Android,9.0,99.0
CR000809,CL00733,2026-01-09,Crédito libre inversión,3450000,3,0.0288,1217000,App,711,0.5385,Manual,Activo,0,40,F,1,Sin información,Empleado,2260000.0,485.0,False,3,iOS,26.0,205.19230769230768
CR000810,CL00733,2025-11-19,Crédito libre inversión,3650000,9,0.0178,442000,Aliado,807,0.1956,Automática,Mora moderada,0,40,F,1,Sin información,Empleado,2260000.0,485.0,False,3,iOS,26.0,205.19230769230768
CR000811,CL00734,2023-09-21,Crédito consumo digital,3100000,6,0.034,580000,Web,900,0.1169,Automática,Finalizado,0,19,F,4,Técnico/Tecnólogo,Empleado,4960000.0,689.0,False,2,Android,2.0,151.5
CR000812,CL00735,2023-08-10,Avance de nómina,450000,9,0.0225,56000,App,847,0.0311,Automática,Finalizado,0,46,F,2,Universitario,Independiente,1800000.0,551.0,False,4,iOS,1.0,178.0
CR000813,CL00736,2025-06-12,Crédito libre inversión,3950000,12,0.0306,398000,App,900,0.0911,Automática,Activo,0,41,F,5,Técnico/Tecnólogo,Empleado,4370000.0,804.0,False,1,Android,7.0,201.42857142857142
CR000814,CL00737,2024-02-25,Microcrédito,1100000,12,0.0319,112000,App,738,0.0762,Automática,Mora severa,1,39,M,3,Posgrado,Estudiante,1470000.0,526.0,False,2,Android,8.0,76.75
CR000815,CL00737,2025-11-30,Crédito libre inversión,3050000,9,0.0265,385000,Web,687,0.2619,Automática,Activo,0,39,M,3,Posgrado,Estudiante,1470000.0,526.0,False,2,Android,8.0,76.75
CR000816,CL00738,2023-12-07,Crédito libre inversión,1650000,9,0.0195,202000,App,778,0.1303,Automática,Finalizado,0,46,F,3,Bachiller,Independiente,1550000.0,627.0,False,0,Android,3.0,164.66666666666666
CR000817,CL00739,2025-07-27,Crédito libre inversión,10700000,12,0.0196,1009000,Web,864,0.2352,Automática,Activo,0,53,M,5,Técnico/Tecnólogo,Empleado,4290000.0,671.0,False,2,Android,,
CR000818,CL00740,2026-03-10,Crédito libre inversión,10500000,6,0.0292,1933000,App,828,0.5702,Excepción,Activo,0,46,F,3,Bachiller,Independiente,3390000.0,562.0,True,0,Android,12.0,125.0
CR000819,CL00742,2025-07-04,Crédito consumo digital,4000000,6,0.0345,749000,App,900,0.1265,Automática,Finalizado,0,23,F,3,Bachiller,Microempresario,5920000.0,705.0,False,4,Web,,
CR000820,CL00743,2025-06-12,Crédito consumo digital,1150000,9,0.0351,151000,App,845,0.0634,Automática,Finalizado,0,30,F,2,Universitario,Microempresario,2380000.0,526.0,True,0,iOS,4.0,166.25
CR000821,CL00746,2025-04-30,Crédito libre inversión,5100000,12,0.0205,484000,Web,868,0.1779,Automática,Finalizado,0,29,F,4,Técnico/Tecnólogo,Microempresario,2720000.0,692.0,True,1,Android,8.0,163.75
CR000822,CL00747,2026-03-17,Crédito libre inversión,2550000,9,0.0189,311000,App,795,0.162,Automática,Activo,0,38,M,4,Universitario,Independiente,1920000.0,452.0,False,1,iOS,6.0,137.16666666666666
CR000823,CL00748,2025-12-27,Crédito consumo digital,650000,6,0.0338,122000,App,818,0.0475,Automática,Mora moderada,1,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,483.0,False,2,iOS,45.0,142.55555555555554
CR000824,CL00748,2024-10-17,Microcrédito,2300000,9,0.0337,301000,App,818,0.1171,Automática,Mora moderada,1,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,483.0,False,2,iOS,45.0,142.55555555555554
CR000825,CL00748,2025-11-03,Microcrédito,1350000,12,0.0324,138000,App,885,0.0537,Automática,Activo,0,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,483.0,False,2,iOS,45.0,142.55555555555554
CR000826,CL00749,2025-11-26,Crédito libre inversión,2050000,6,0.0301,379000,Call center,752,0.184,Automática,Activo,0,30,F,3,Universitario,Estudiante,2060000.0,604.0,False,0,iOS,6.0,241.83333333333334
CR000827,CL00750,2023-11-20,Avance de nómina,1800000,9,0.0189,219000,App,844,0.0852,Automática,Finalizado,0,22,M,6,Bachiller,Empleado,2570000.0,674.0,True,1,Android,,
CR000828,CL00751,2025-01-27,Microcrédito,3150000,6,0.0428,606000,App,872,0.1599,Automática,Finalizado,0,27,M,3,Universitario,Microempresario,3790000.0,588.0,True,1,Android,6.0,132.5
CR000829,CL00753,2025-08-09,Crédito libre inversión,2250000,24,0.0277,130000,Web,727,0.0774,Automática,Mora moderada,1,26,M,3,Universitario,Empleado,1680000.0,550.0,False,1,Android,,
CR000830,CL00754,2025-10-25,Crédito consumo digital,450000,9,0.0376,60000,Aliado,900,0.0233,Automática,Activo,0,47,F,3,Sin información,Independiente,2570000.0,629.0,True,0,Android,23.0,125.3913043478261
CR000831,CL00754,2025-11-26,Crédito consumo digital,2050000,12,0.0217,196000,App,867,0.0763,Automática,Activo,0,47,F,3,Sin información,Independiente,2570000.0,629.0,True,0,Android,23.0,125.3913043478261
CR000832,CL00755,2024-07-03,Crédito consumo digital,1200000,12,0.0204,114000,App,808,0.0481,Automática,Finalizado,0,27,F,3,Universitario,Comerciante,2370000.0,656.0,True,0,Android,3.0,165.33333333333334
CR000833,CL00757,2025-02-27,Avance de nómina,1450000,3,0.0309,514000,App,886,0.1736,Automática,Finalizado,0,41,F,2,Bachiller,Empleado,2960000.0,663.0,True,0,iOS,2.0,127.0
CR000834,CL00758,2025-05-01,Microcrédito,3900000,3,0.04,1405000,Web,836,0.4145,Manual,Finalizado,0,38,M,2,Sin información,Empleado,3390000.0,633.0,False,0,Android,6.0,154.66666666666666
CR000835,CL00759,2024-09-10,Crédito libre inversión,5650000,12,0.0283,562000,Aliado,888,0.188,Automática,Finalizado,0,27,M,3,Bachiller,Empleado,2990000.0,575.0,True,0,Android,,
CR000836,CL00761,2025-12-31,Desconocido,4850000,9,0.0235,604000,App,900,0.1581,Automática,Activo,0,30,F,2,Universitario,Empleado,3820000.0,562.0,True,3,Android,9.0,137.33333333333334
CR000837,CL00762,2025-11-26,Crédito consumo digital,2050000,9,0.0258,258000,App,807,0.0711,Automática,Activo,0,37,M,2,Bachiller,Comerciante,3630000.0,532.0,True,2,iOS,10.0,130.0
CR000838,CL00762,2025-08-03,Microcrédito,3050000,12,0.0395,324000,App,840,0.0893,Automática,Mora severa,1,37,M,2,Bachiller,Comerciante,3630000.0,532.0,True,2,iOS,10.0,130.0
CR000839,CL00763,2026-02-18,Crédito consumo digital,1850000,6,0.0209,331000,Web,900,0.0721,Automática,Activo,0,62,F,2,Técnico/Tecnólogo,Comerciante,4590000.0,688.0,False,1,Android,6.0,107.33333333333333
CR000840,CL00764,2025-12-05,Crédito consumo digital,2350000,3,0.0346,838000,App,841,0.2951,Automática,Mora moderada,1,35,F,2,Bachiller,Independiente,2840000.0,587.0,False,1,Android,33.0,173.06060606060606
CR000841,CL00764,2025-10-26,Crédito consumo digital,1000000,6,0.0381,190000,Web,813,0.0669,Automática,Finalizado,0,35,F,2,Bachiller,Independiente,2840000.0,587.0,False,1,Android,33.0,173.06060606060606
CR000842,CL00765,2025-08-27,Avance de nómina,450000,6,0.0184,80000,App,783,0.0449,Automática,Mora moderada,1,47,M,2,Universitario,Conductor/Repartidor,1780000.0,525.0,False,2,Android,6.0,129.5
CR000843,CL00766,2024-02-20,Crédito consumo digital,750000,3,0.0247,262000,App,894,0.1489,Automática,Finalizado,0,29,F,2,Bachiller,Empleado,1760000.0,644.0,True,0,Android,,
CR000844,CL00767,2025-07-11,Crédito libre inversión,1550000,6,0.0211,278000,App,831,0.123,Automática,Mora moderada,1,36,F,4,Sin información,Comerciante,2260000.0,566.0,False,2,iOS,11.0,153.72727272727272
CR000845,CL00767,2025-02-22,Crédito libre inversión,5050000,6,0.0277,925000,Aliado,743,0.4093,Manual,Mora severa,1,36,F,4,Sin información,Comerciante,2260000.0,566.0,False,2,iOS,11.0,153.72727272727272
CR000846,CL00768,2024-01-30,Crédito consumo digital,2100000,9,0.0213,259000,App,900,0.0649,Automática,Finalizado,0,54,F,2,Técnico/Tecnólogo,Empleado,3990000.0,721.0,True,2,Web,7.0,181.71428571428572
CR000847,CL00768,2025-03-09,Crédito consumo digital,2650000,3,0.0283,934000,Web,900,0.2341,Automática,Finalizado,0,54,F,2,Técnico/Tecnólogo,Empleado,3990000.0,721.0,True,2,Web,7.0,181.71428571428572
CR000848,CL00769,2025-04-19,Crédito consumo digital,600000,6,0.0382,114000,Aliado,726,0.0974,Automática,Mora severa,1,30,M,2,Bachiller,Conductor/Repartidor,1170000.0,401.0,False,0,Android,2.0,137.0
CR000849,CL00770,2024-07-22,Crédito consumo digital,1250000,12,0.0356,130000,Aliado,788,0.061,Automática,Mora severa,1,54,F,3,Bachiller,Conductor/Repartidor,2130000.0,525.0,False,1,Android,1.0,387.0
CR000850,CL00773,2025-11-25,Crédito consumo digital,650000,3,0.0316,231000,Web,868,0.106,Automática,Finalizado,0,42,F,4,Bachiller,Independiente,2180000.0,625.0,False,1,Android,3.0,148.66666666666666
CR000851,CL00774,2026-01-11,Crédito consumo digital,1350000,18,0.029,97000,App,726,0.0634,Automática,Activo,0,46,M,4,Universitario,Desempleado,1530000.0,519.0,False,0,Web,3.0,191.33333333333334
CR000852,CL00775,2025-08-29,Crédito consumo digital,800000,6,0.0208,143000,App,701,0.1723,Automática,Mora severa,1,42,M,3,Universitario,Estudiante,830000.0,450.0,True,0,Android,7.0,162.28571428571428
CR000853,CL00775,2026-01-13,Crédito consumo digital,500000,9,0.0274,63000,App,655,0.0759,Automática,Activo,0,42,M,3,Universitario,Estudiante,830000.0,450.0,True,0,Android,7.0,162.28571428571428
CR000854,CL00776,2025-01-17,Crédito consumo digital,1450000,6,0.0385,275000,App,834,0.118,Automática,Finalizado,0,20,F,3,Técnico/Tecnólogo,Microempresario,2330000.0,566.0,False,1,Android,6.0,214.83333333333334
CR000855,CL00777,2024-08-24,Crédito consumo digital,2150000,9,0.031,277000,Web,851,0.0737,Automática,Finalizado,0,29,M,1,Posgrado,Empleado,3760000.0,694.0,False,4,Android,6.0,76.66666666666667
CR000856,CL00777,2025-01-03,Microcrédito,2200000,24,0.0449,152000,Web,827,0.0404,Automática,Activo,0,29,M,1,Posgrado,Empleado,3760000.0,694.0,False,4,Android,6.0,76.66666666666667
CR000857,CL00778,2026-03-11,Crédito libre inversión,11700000,6,0.0173,2070000,Call center,838,0.5201,Manual,Activo,0,34,M,2,Sin información,Microempresario,3980000.0,627.0,False,1,Android,9.0,189.22222222222223
CR000858,CL00780,2025-12-04,Crédito consumo digital,800000,6,0.025,145000,App,816,0.0924,Automática,Activo,0,42,M,1,Bachiller,Comerciante,1570000.0,580.0,True,1,iOS,,
CR000859,CL00781,2025-08-20,Microcrédito,2550000,9,0.0363,337000,App,839,0.1311,Automática,Mora moderada,1,38,F,1,Sin información,Independiente,2570000.0,507.0,True,2,Android,35.0,121.17142857142858
CR000860,CL00781,2025-09-22,Crédito libre inversión,2700000,3,0.0178,932000,App,747,0.3626,Manual,Mora moderada,1,38,F,1,Sin información,Independiente,2570000.0,507.0,True,2,Android,35.0,121.17142857142858
CR000861,CL00781,2026-01-07,Crédito consumo digital,750000,6,0.0357,141000,Aliado,771,0.0549,Automática,Mora moderada,1,38,F,1,Sin información,Independiente,2570000.0,507.0,True,2,Android,35.0,121.17142857142858
CR000862,CL00782,2025-01-06,Microcrédito,1650000,6,0.0364,311000,Aliado,834,0.121,Automática,Mora moderada,1,23,M,3,Universitario,Independiente,2570000.0,568.0,False,2,Android,4.0,172.0
CR000863,CL00785,2026-03-05,Crédito consumo digital,4450000,6,0.0314,825000,Call center,864,0.2687,Automática,Activo,0,42,M,6,Bachiller,Comerciante,3070000.0,709.0,False,3,Android,13.0,161.23076923076923
CR000864,CL00786,2025-11-15,Crédito consumo digital,3550000,6,0.0206,635000,Web,852,0.1835,Automática,Activo,0,47,F,4,Bachiller,Comerciante,3460000.0,674.0,True,0,Android,7.0,124.42857142857143
CR000865,CL00788,2023-06-29,Crédito libre inversión,5750000,12,0.0211,548000,Web,829,0.1734,Automática,Finalizado,0,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,True,1,iOS,20.0,123.95
CR000866,CL00788,2024-01-24,Microcrédito,2750000,6,0.0344,515000,Web,900,0.163,Automática,Finalizado,0,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,True,1,iOS,20.0,123.95
CR000867,CL00788,2024-11-10,Avance de nómina,650000,9,0.0265,82000,Web,859,0.0259,Automática,Finalizado,0,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,649.0,True,1,iOS,20.0,123.95
CR000868,CL00789,2025-07-07,Crédito consumo digital,3000000,6,0.0304,555000,App,892,0.2238,Automática,Finalizado,0,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,False,1,iOS,53.0,155.64150943396226
CR000869,CL00789,2026-01-27,Crédito consumo digital,1200000,12,0.0383,127000,App,889,0.0512,Automática,Activo,0,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,False,1,iOS,53.0,155.64150943396226
CR000870,CL00789,2025-12-30,Crédito libre inversión,3600000,3,0.0321,1278000,Web,829,0.5153,Manual,Finalizado,0,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,627.0,False,1,iOS,53.0,155.64150943396226
CR000871,CL00790,2024-06-04,Crédito consumo digital,3100000,18,0.0298,225000,Web,819,0.0563,Automática,Mora severa,1,19,F,4,Posgrado,Independiente,4000000.0,564.0,True,2,Android,1.0,275.0
CR000872,CL00791,2025-12-16,Crédito consumo digital,400000,6,0.0208,72000,Aliado,780,0.0439,Automática,Activo,0,40,M,2,Universitario,Conductor/Repartidor,1640000.0,450.0,False,0,Web,6.0,138.66666666666666
CR000873,CL00792,2025-04-19,Crédito consumo digital,1250000,24,0.0328,76000,App,900,0.0226,Automática,Activo,0,38,M,2,Posgrado,Empleado,3360000.0,574.0,False,3,Android,2.0,44.0
CR000874,CL00793,2025-11-05,Crédito consumo digital,2900000,6,0.0352,545000,Aliado,900,0.1359,Automática,Activo,0,39,M,3,Universitario,Empleado,4010000.0,794.0,True,2,iOS,8.0,123.375
CR000875,CL00794,2025-06-11,Crédito consumo digital,3900000,9,0.0335,509000,Aliado,898,0.1018,Automática,Mora severa,1,23,M,2,Técnico/Tecnólogo,Empleado,5000000.0,670.0,True,0,iOS,5.0,154.2
CR000876,CL00795,2026-02-05,Crédito consumo digital,2150000,24,0.0228,117000,App,843,0.043,Automática,Activo,0,25,M,4,Técnico/Tecnólogo,Empleado,2720000.0,521.0,True,1,Android,8.0,122.0
CR000877,CL00796,2025-07-07,Crédito consumo digital,1100000,6,0.0321,205000,App,756,0.0798,Automática,Finalizado,0,47,M,1,Bachiller,Empleado,2570000.0,507.0,False,0,iOS,,
CR000878,CL00798,2025-02-23,Crédito consumo digital,1300000,18,0.0213,88000,App,900,0.0553,Automática,Activo,0,43,M,2,Posgrado,Independiente,1590000.0,548.0,False,0,Android,3.0,101.66666666666667
CR000879,CL00799,2025-04-17,Crédito consumo digital,750000,6,0.0373,142000,App,876,0.0714,Automática,Finalizado,0,36,M,4,Bachiller,Pensionado,1990000.0,577.0,False,0,iOS,24.0,134.58333333333334
CR000880,CL00799,2025-08-18,Crédito consumo digital,1300000,9,0.0216,161000,App,776,0.0809,Automática,Activo,0,36,M,4,Bachiller,Pensionado,1990000.0,577.0,False,0,iOS,24.0,134.58333333333334
